alphaPowerFP, alphaPowerP, betaByAlphaPlusThetaP, blinkFrequency, blinkDuration, freqFp_89_13_17, betaByAlpha, betaByTheta, betaByAlphaPlusThetaFP, smrPlusMidBetaByTheta, sampEn, betaPowerO, alphaThetaHarmonicLocking, alphaThetaPhaseSynchrony
955.3643, 3552.8, 0.0018, 1.0, 0.293, 0.0, 0.0559, 0.0045, 0.0041, 0.0473, 0.0087, 172.7434, 3.625, 0.5627
2.4897, 4.3702, 0.3861, 0.0, 0.0, 0.0, 1.1126, 1.2331, 0.5756, 1.4507, 0.755, 10.6252, 2.625, 0.3776
2.4708, 3.9091, 0.5668, 0.0, 0.0, 0.0, 1.4668, 1.1656, 0.649, 1.6712, 0.7172, 9.7113, 4.25, 0.4125
4.856, 4.5333, 0.4574, 0.0, 0.0, 0.0, 0.5354, 1.7297, 0.4089, 2.9222, 0.7283, 7.4731, 1.5, 0.3759
2.0804, 4.9836, 0.3801, 0.0, 0.0, 1.0, 1.456, 1.3886, 0.7107, 2.2783, 0.718, 7.9444, 2.75, 0.4355
2.6366, 2.5901, 0.4817, 0.0, 0.0, 0.0, 1.1792, 1.3395, 0.6271, 1.9637, 0.7908, 7.359, 2.625, 0.3885
2.2035, 3.8931, 0.5671, 0.0, 0.0, 1.0, 1.2382, 2.1429, 0.7839, 2.2034, 0.6994, 6.9658, 2.25, 0.4117
2.4324, 3.3447, 0.4173, 0.0, 0.0, 0.0, 1.1394, 0.708, 0.4367, 1.2076, 0.7492, 8.0575, 3.0, 0.3729
4.9369, 3.9252, 0.4378, 0.0, 0.0, 0.0, 0.5684, 1.421, 0.4059, 2.645, 0.7162, 6.7475, 3.0, 0.4506
4.4064, 3.6671, 0.4117, 0.0, 0.0, 0.0, 0.6023, 1.0966, 0.3878, 2.2396, 0.7369, 6.7603, 2.5, 0.3805
4.0774, 4.3466, 0.5729, 0.0, 0.0, 0.0, 0.7804, 0.8633, 0.4098, 1.1543, 0.7628, 8.8746, 2.25, 0.4202
2.5087, 6.2061, 0.2314, 0.0, 0.0, 0.0, 1.1537, 1.2325, 0.5954, 1.621, 0.7454, 6.4684, 1.875, 0.4148
2.6203, 3.0494, 0.6889, 0.0, 0.0, 1.0, 1.3377, 2.8368, 0.909, 3.6404, 0.7768, 7.5285, 3.25, 0.431
6.0505, 4.7966, 0.3186, 0.0, 0.0, 0.0, 0.4669, 1.333, 0.3433, 3.5537, 0.7561, 6.1719, 2.25, 0.4354
5.4894, 4.0206, 0.4021, 1.0, 0.2539, 0.0, 0.5737, 0.7024, 0.3158, 1.2969, 0.6855, 9.8718, 2.625, 0.3928
3.5093, 4.4998, 0.4247, 0.0, 0.0, 0.0, 0.847, 0.9186, 0.4359, 1.5221, 0.721, 5.5867, 1.75, 0.3744
5.0044, 1.8809, 0.5506, 0.0, 0.0, 0.0, 0.5173, 1.0351, 0.3449, 2.0519, 0.7548, 5.0765, 2.125, 0.3969
5.8434, 6.6666, 0.4531, 0.0, 0.0, 0.0, 0.5311, 1.9328, 0.4164, 2.9985, 0.7631, 6.8071, 5.0, 0.4144
3.7415, 2.2594, 0.5133, 0.0, 0.0, 0.0, 0.8014, 0.8808, 0.4192, 1.2448, 0.7713, 5.6783, 3.0, 0.4495
2.6222, 3.02, 0.5667, 0.0, 0.0, 1.0, 0.9116, 1.1444, 0.5061, 1.5884, 0.8072, 5.603, 2.875, 0.4164
2.5022, 3.4376, 0.5874, 0.0, 0.0, 0.0, 1.4633, 1.4759, 0.7292, 1.5318, 0.7764, 5.9147, 1.75, 0.3861
2.3103, 2.6009, 0.4647, 0.0, 0.0, 1.0, 1.2694, 1.6034, 0.7085, 2.1191, 0.7791, 5.6942, 3.5, 0.4543
2.0954, 2.5521, 0.6749, 0.0, 0.0, 1.0, 1.4873, 1.9414, 0.8421, 2.5123, 0.7729, 6.0739, 1.25, 0.3737
2.0177, 2.1954, 0.6349, 0.0, 0.0, 0.0, 1.4217, 1.9099, 0.8133, 2.4702, 0.7686, 6.5537, 1.625, 0.3745
1.8826, 4.0573, 0.4205, 0.0, 0.0, 1.0, 1.5742, 1.6232, 0.7947, 1.898, 0.759, 5.1669, 2.25, 0.3579
