Label, Score
Score, 0.0
Score, 0.15256917247697913
Score, 0.285528235113948
Score, 61.36963115001666
Score, 1.1994506245209118
Score, 0.0043991794294765555
Score, 10.583541189879355
Score, 0.5607428673042021
Score, 0.01754530567645335
Score, 40.12535749578727
Score, 6.452953267916728E-11
Score, 64.08987794370763
Score, 75.52185251168433
Score, 0.04171666141057907
Score, 86.0040743746595
Score, 54.94705603106382
Score, 4.270400175079383E-11
Score, 71.72637238025054
Score, 5.3261668836058496
Score, 0.08175341228003255
Score, 47.18768418534714
Score, 0.22979185201490196
Score, 8.919095145106107
Score, 0.0820083237188256
Score, 1.5926902203080688
Concentration Duration (Seconds) out of 125, 40
Average Score (0-100), 21.201956205818792
Sustain Rate (%), 32.0
Game Score, 2533.9365294355375
