alphaPowerFP, alphaPowerP, betaByAlphaPlusThetaP, blinkFrequency, blinkDuration, freqFp_89_13_17, betaByAlpha, betaByTheta, betaByAlphaPlusThetaFP, smrPlusMidBetaByTheta, sampEn, betaPowerO, alphaThetaHarmonicLocking, alphaThetaPhaseSynchrony
8005.6, 8496.0, 0.0018, 0.0, 0.0, 0.0, 0.0252, 0.0019, 0.0018, 0.0456, 0.0381, 163.2091, 0.875, 0.5282
14.7399, 9.6129, 0.2463, 0.0, 0.0, 0.0, 0.8252, 1.1452, 0.4611, 0.2941, 0.3148, 17.667, 2.875, 0.4287
4.6903, 7.5363, 0.943, 0.0, 0.0, 0.0, 1.9305, 1.0418, 0.5887, 0.3122, 0.3436, 12.2147, 2.625, 0.3963
8.2644, 12.8639, 0.5818, 1.0, 0.2734, 0.0, 1.097, 1.2401, 0.5815, 1.8133, 0.5656, 18.3727, 2.5, 0.4508
5.7617, 4.8359, 1.087, 0.0, 0.0, 0.0, 1.3627, 1.1569, 0.624, 1.6179, 0.6657, 11.0445, 2.75, 0.4392
16.8701, 46.3516, 0.0181, 1.0, 0.1562, 0.0, 0.7354, 0.4334, 0.2712, 0.6138, 0.2238, 21.6082, 3.75, 0.4187
12.9568, 29.0367, 0.206, 0.0, 0.0, 0.0, 1.0212, 0.3553, 0.2633, 0.5488, 0.2275, 97.408, 2.125, 0.3844
0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
