alphaPowerFP, alphaPowerP, betaByAlphaPlusThetaP, blinkFrequency, blinkDuration, freqFp_89_13_17, betaByAlpha, betaByTheta, betaByAlphaPlusThetaFP, smrPlusMidBetaByTheta, sampEn, betaPowerO, alphaThetaHarmonicLocking, alphaThetaPhaseSynchrony
6860.1, 4008.4, 0.0085, 2.0, 0.625, 0.0, 0.5245, 0.1418, 0.1116, 0.3306, 0.0256, 379.1996, 1.5, 0.3146
2390.3, 2453.0, 0.0192, 2.0, 0.7031, 0.0, 0.5032, 0.2288, 0.1572, 0.4728, 0.1109, 370.4754, 2.125, 0.296
440.2293, 2991.5, 0.0085, 2.0, 1.0547, 0.0, 0.4577, 0.0306, 0.0287, 0.0415, 0.0813, 309.9803, 1.375, 0.3809
122.2998, 108.5124, 0.1, 1.0, 0.332, 0.0, 1.2401, 0.3077, 0.2449, 0.4759, 0.102, 31.3442, 5.0, 0.528
725.7497, 1238.3, 0.0136, 8.0, 0.9985, 0.0, 0.4495, 0.0641, 0.0549, 0.2481, 0.1993, 361.5518, 2.25, 0.4775
90.4143, 93.6414, 0.3196, 0.0, 0.0, 0.0, 1.6179, 0.5729, 0.423, 0.4556, 0.4229, 10.4788, 1.875, 0.4237
80.3028, 71.663, 0.4586, 0.0, 0.0, 0.0, 1.784, 0.6379, 0.4695, 0.7684, 0.5094, 8.3234, 1.625, 0.3573
129.9554, 98.0067, 0.6775, 0.0, 0.0, 0.0, 1.1254, 1.0011, 0.5295, 1.4793, 0.6446, 8.7937, 0.875, 0.3574
72.6988, 82.9271, 0.7744, 0.0, 0.0, 0.0, 1.8565, 1.7418, 0.8978, 2.1461, 0.6618, 7.6018, 2.375, 0.3948
98.8775, 99.6225, 0.7525, 0.0, 0.0, 0.0, 1.313, 1.2506, 0.64, 1.839, 0.6898, 6.7432, 1.25, 0.3872
102.0276, 107.8592, 0.5288, 0.0, 0.0, 0.0, 1.3608, 0.3715, 0.2918, 0.4123, 0.5844, 10.1108, 1.625, 0.3751
119.9191, 100.0915, 0.556, 0.0, 0.0, 0.0, 1.0229, 0.9752, 0.4897, 0.8859, 0.6927, 7.4828, 1.75, 0.4237
98.3665, 70.1234, 0.8556, 0.0, 0.0, 0.0, 1.3611, 0.9315, 0.5529, 1.2574, 0.6244, 5.7572, 5.75, 0.5016
121.2621, 115.2755, 0.9687, 1.0, 0.0, 0.0, 1.406, 1.624, 0.7243, 2.7875, 0.6674, 6.4689, 3.375, 0.441
100.72, 91.3054, 0.4531, 0.0, 0.0, 0.0, 1.0793, 0.6196, 0.3904, 0.6479, 0.6981, 4.7915, 2.25, 0.4225
165.9228, 81.2161, 0.5351, 2.0, 0.127, 0.0, 0.6782, 0.5067, 0.2898, 0.8581, 0.671, 5.7576, 4.75, 0.4722
94.4734, 85.9789, 0.9257, 1.0, 0.1758, 0.0, 1.4727, 1.4717, 0.7356, 2.1267, 0.6686, 7.1551, 3.875, 0.4035
48.0289, 87.382, 0.5976, 0.0, 0.0, 0.0, 1.6589, 1.2919, 0.726, 1.8272, 0.6549, 9.725, 2.0, 0.3872
88.6262, 104.0487, 0.5473, 1.0, 0.0977, 0.0, 1.3718, 2.2733, 0.8554, 3.0612, 0.6209, 6.6016, 3.25, 0.4026
154.6334, 213.5442, 0.3728, 1.0, 0.2539, 0.0, 1.0544, 0.5078, 0.3427, 0.9612, 0.4495, 62.1402, 1.75, 0.4456
93.1214, 148.1125, 0.528, 2.0, 0.2344, 0.0, 1.0095, 1.8348, 0.6511, 3.5134, 0.691, 9.0052, 2.625, 0.453
77.8486, 82.0348, 0.5715, 1.0, 0.2539, 0.0, 1.5828, 0.8369, 0.5473, 1.0104, 0.3863, 42.7511, 3.25, 0.3915
204.4819, 140.9572, 0.2778, 0.0, 0.0, 0.0, 1.0241, 0.3479, 0.2594, 0.6356, 0.272, 125.1332, 3.875, 0.4042
62.6619, 64.1776, 0.8385, 1.0, 0.293, 0.0, 2.3972, 1.6627, 0.98, 1.7694, 0.6213, 16.6536, 3.625, 0.4214
62.9722, 74.8559, 0.7373, 0.0, 0.0, 0.0, 1.8938, 2.1501, 1.0044, 2.1808, 0.6904, 9.3817, 3.125, 0.426
