Question Generated, Question Reported, Arithmetic Question, Answer (1 = Correct, 0 = Incorrect)
2022-03-30T11:25:51.739243, 2022-03-30T11:25:58.806227, 95 / 8 = 11.9, 1
2022-03-30T11:25:58.806319, 2022-03-30T11:26:01.073782, 80 + 9 = 89, 1
2022-03-30T11:26:01.073919, 2022-03-30T11:26:05.322697, 84 - 50 = 34, 1
2022-03-30T11:26:05.322743, 2022-03-30T11:26:11.990730, 69 + 95 = 164, 1
2022-03-30T11:26:11.990814, 2022-03-30T11:26:18.307549, 51 - 16 = 35, 1
2022-03-30T11:26:18.307633, 2022-03-30T11:26:21.139814, 99 - 18 = 81, 1
2022-03-30T11:26:21.139869, 2022-03-30T11:26:29.374399, 29 - 64 = -35, 1
2022-03-30T11:26:29.374483, 2022-03-30T11:26:35.207537, 35 * 8 = 280, 1
2022-03-30T11:26:35.207571, 2022-03-30T11:26:40.007688, 50 + 97 = 147, 1
2022-03-30T11:26:40.007726, 2022-03-30T11:26:44.956968, 81 - 59 = 22, 1
2022-03-30T11:26:44.957021, 2022-03-30T11:26:47.924792, 84 / 4 = 21.0, 1
2022-03-30T11:26:47.924940, 2022-03-30T11:26:52.274327, 90 / 5 = 18.0, 1
2022-03-30T11:26:52.274413, 2022-03-30T11:27:00.441468, 98 * 5 = 490, 1
2022-03-30T11:27:00.441504, 2022-03-30T11:27:06.558515, 97 * 4 = 388, 1
2022-03-30T11:27:06.558782, 2022-03-30T11:27:13.691475, 36 / 7 = 5.2, 1
2022-03-30T11:27:13.691561, 2022-03-30T11:27:17.807985, 70 * 9 = 630, 1
2022-03-30T11:27:17.808158, 2022-03-30T11:27:25.975573, 87 / 6 = 14.5, 1
2022-03-30T11:27:25.975663, 2022-03-30T11:27:32.442236, 33 + 65 = 98, 1
2022-03-30T11:27:32.442321, 2022-03-30T11:27:39.592305, 42 + 95 = 137, 1
2022-03-30T11:27:39.592383, 2022-03-30T11:27:47.692634, 54 * 8 = 432, 1
