Label, Score
Score, 0.0
Score, 8.986988432292854E-7
Score, 96.58883143831686
Score, 99.327597013009
Score, 20.016337005428568
Score, 5.8712281368646094E-83
Score, 6.843938604607807E-54
Score, 21.396281389079093
Score, 76.4624147885656
Score, 59.78610336776667
Score, 84.91796594221056
Score, 67.34418796731725
Score, 75.05585833205491
Score, 98.36696839812798
Score, 51.21576447848861
Score, 1.9030610709110152E-11
Score, 76.57711434680562
Score, 81.78385983825497
Score, 93.59922998936202
Score, 10.526916740587925
Score, 31.176485594324095
Score, 96.56912453341069
Score, 18.224978171051802
Score, 91.84254809415731
Score, 92.12918042569655
Concentration Duration (Seconds) out of 125, 80
Average Score (0-100), 53.71630995010936
Sustain Rate (%), 64.0
Game Score, 6433.880686944208
