Label, Score
Score, 8.749166346327558E-301
Score, 93.10104096819306
Score, 5.256970104906255E-4
Score, 3.6847996382489206E-5
Score, 2.4954099050385143E-6
Score, 27.939353289682018
Score, 6.609870472087333E-5
Score, 91.64242807168324
Score, 2.642419051232286E-21
Score, 7.035478153733193E-24
Score, 98.54011667777678
Score, 0.002780266784261276
Score, 2.511480775695858E-4
Score, 92.8579746410761
Score, 20.82613507986674
Score, 85.55618896110121
Score, 48.480091929960274
Score, 98.5894126328499
Score, 98.6194078070938
Score, 98.02156563671042
Score, 92.82367965967644
Score, 96.53794713398965
Score, 93.24688065325465
Score, 3.7687315727298425E-4
Score, 97.79150583052207
Concentration Duration (Seconds) out of 125, 65
Average Score (0-100), 49.383110736023085
Sustain Rate (%), 52.0
Game Score, 5977.810730816128
