alphaPowerFP, alphaPowerP, betaByAlphaPlusThetaP, blinkFrequency, blinkDuration, freqFp_89_13_17, betaByAlpha, betaByTheta, betaByAlphaPlusThetaFP, smrPlusMidBetaByTheta, sampEn, betaPowerO, alphaThetaHarmonicLocking, alphaThetaPhaseSynchrony
177090.0, 170590.0, 1.0339, 0.0, 0.0, 0.0, 1.6257, 2.1093, 0.9097, 3.6269, 0.0102, 288920.0, 2.0, 0.5067
4.6952, 4.5233, 0.1186, 4.0, 0.3516, 0.0, 0.3443, 0.1363, 0.0947, 0.704, 0.5357, 2.0451, 5.75, 0.4293
14.6594, 17.5805, 0.2969, 2.0, 0.293, 0.0, 1.0091, 0.7568, 0.4318, 1.4483, 0.4503, 13.2899, 1.625, 0.3669
31.2021, 22.2407, 0.4865, 1.0, 0.1367, 0.0, 0.7203, 0.3458, 0.233, 0.6586, 0.4037, 18.9199, 1.5, 0.3685
22.7096, 26.4552, 0.3913, 1.0, 0.0, 0.0, 0.7819, 0.2044, 0.1589, 0.3987, 0.3833, 15.5937, 1.5, 0.3751
33.3947, 19.4533, 0.3491, 0.0, 0.0, 0.0, 0.3462, 0.1465, 0.1027, 0.2287, 0.3721, 12.4325, 2.25, 0.37
13.2613, 20.2823, 0.4175, 4.0, 0.0, 0.0, 0.6116, 0.2779, 0.1647, 0.934, 0.5017, 16.0943, 2.0, 0.427
9.8254, 10.0005, 0.7101, 1.0, 0.2734, 0.0, 1.1146, 0.9173, 0.5026, 1.3138, 0.6103, 17.2525, 4.0, 0.4108
17.6645, 19.9396, 0.2798, 1.0, 0.0, 0.0, 0.5428, 0.171, 0.1275, 0.4378, 0.5688, 12.9472, 2.375, 0.4089
22.8711, 12.7233, 0.5502, 2.0, 0.6934, 0.0, 1.0204, 0.4294, 0.3018, 0.6203, 0.4435, 15.618, 2.25, 0.4455
5.6702, 10.3721, 0.7221, 1.0, 0.0, 0.0, 1.4078, 0.838, 0.5253, 1.4857, 0.5421, 17.841, 2.125, 0.4286
8.4592, 14.2773, 0.5694, 1.0, 0.0, 0.0, 1.3812, 1.0991, 0.6047, 1.8131, 0.5196, 14.2911, 2.375, 0.3613
15.9351, 10.3529, 0.4836, 0.0, 0.0, 0.0, 0.8147, 0.5709, 0.3339, 0.866, 0.4518, 14.3941, 3.25, 0.4362
8.5379, 20.5091, 0.3906, 0.0, 0.0, 0.0, 1.3229, 0.588, 0.4061, 0.7416, 0.5149, 15.1204, 2.75, 0.3897
7.6675, 8.7061, 0.7292, 2.0, 0.2637, 0.0, 1.1316, 0.7596, 0.4524, 1.0146, 0.5575, 13.3865, 2.125, 0.4108
11.3275, 16.9807, 0.3369, 2.0, 0.0, 0.0, 0.8169, 0.3913, 0.2513, 0.9985, 0.5308, 14.9009, 3.25, 0.4488
9.3469, 11.4907, 0.3169, 1.0, 0.293, 0.0, 0.9911, 0.4381, 0.3036, 0.6917, 0.5378, 11.216, 2.625, 0.3792
19.6088, 16.9286, 0.4961, 0.0, 0.0, 0.0, 0.6254, 0.1398, 0.1142, 0.2082, 0.4273, 15.4892, 2.0, 0.405
19.9127, 15.6257, 0.485, 2.0, 0.4785, 0.0, 0.8095, 0.5095, 0.3122, 0.9064, 0.4861, 16.6702, 3.5, 0.4428
19.4335, 46.4178, 0.1619, 0.0, 0.0, 0.0, 0.5396, 0.0746, 0.0656, 0.1224, 0.4805, 16.2464, 1.75, 0.3696
13.4677, 28.6201, 0.276, 0.0, 0.0, 0.0, 0.8696, 0.1419, 0.1211, 0.2633, 0.3801, 13.5188, 2.625, 0.3651
21.1828, 42.9777, 0.1654, 0.0, 0.0, 0.0, 0.3967, 0.0947, 0.0762, 0.1987, 0.4402, 11.152, 2.375, 0.4033
17.1293, 22.7129, 0.3868, 0.0, 0.0, 0.0, 0.5589, 0.4118, 0.2057, 0.1612, 0.4702, 11.3967, 2.875, 0.4198
9.5184, 15.3452, 0.4029, 2.0, 0.2246, 0.0, 0.8823, 0.6303, 0.3659, 1.0355, 0.535, 11.5099, 1.375, 0.3916
9.3658, 7.2457, 0.4434, 0.0, 0.0, 0.0, 0.7714, 0.4604, 0.2877, 0.8335, 0.5286, 10.103, 3.375, 0.4619
