Start Index, End Index, Length
0, 1252, 1253
1253, 2504, 1252
2505, 3756, 1252
3757, 5010, 1254
5011, 6261, 1251
6262, 7514, 1253
7515, 8767, 1253
8768, 10018, 1251
10019, 11268, 1250
11269, 12522, 1254
12523, 13774, 1252
13775, 15024, 1250
15025, 16278, 1254
16279, 17530, 1252
17531, 18778, 1248
18779, 20028, 1250
20029, 21280, 1252
21281, 22533, 1253
22534, 23787, 1254
23788, 25039, 1252
25040, 26290, 1251
26291, 27538, 1248
27539, 28790, 1252
28791, 30042, 1252
30043, 31294, 1252
31295, 32546, 1252
32547, 33796, 1250
33797, 35048, 1252
35049, 36299, 1251
36300, 37551, 1252
37552, 38802, 1251
38803, 40055, 1253
40056, 41306, 1251
41307, 42559, 1253
42560, 43811, 1252
43812, 45063, 1252
45064, 46316, 1253
46317, 47569, 1253
47570, 48821, 1252
48822, 50073, 1252
50074, 51325, 1252
51326, 52575, 1250
52576, 53827, 1252
53828, 55078, 1251
55079, 56326, 1248
56327, 57578, 1252
57579, 58830, 1252
58831, 60083, 1253
60084, 61337, 1254
61338, 62586, 1249
62587, 63835, 1249
63836, 65087, 1252
65088, 66340, 1253
66341, 67592, 1252
67593, 68846, 1254
68847, 70096, 1250
70097, 71349, 1253
71350, 72601, 1252
72602, 73854, 1253
73855, 75107, 1253
75108, 76352, 1245
76353, 77610, 1258
77611, 78864, 1254
78865, 80116, 1252
80117, 81370, 1254
81371, 82622, 1252
82623, 83876, 1254
83877, 85126, 1250
85127, 86379, 1253
86380, 87633, 1254
87634, 88883, 1250
88884, 90135, 1252
90136, 91390, 1255
91391, 92644, 1254
92645, 93896, 1252
93897, 95149, 1253
95150, 96403, 1254
96404, 97655, 1252
97656, 98908, 1253
98909, 100160, 1252
100161, 101413, 1253
101414, 102665, 1252
102666, 103917, 1252
103918, 105171, 1254
105172, 106423, 1252
106424, 107676, 1253
107677, 108930, 1254
108931, 110184, 1254
110185, 111436, 1252
111437, 112688, 1252
112689, 113944, 1256
113945, 115198, 1254
115199, 116450, 1252
116451, 117702, 1252
117703, 118954, 1252
118955, 120206, 1252
120207, 121460, 1254
121461, 122713, 1253
122714, 123965, 1252
123966, 125219, 1254
125220, 126473, 1254
126474, 127725, 1252
127726, 128979, 1254
128980, 130231, 1252
130232, 131485, 1254
131486, 132737, 1252
132738, 133991, 1254
133992, 135244, 1253
135245, 136499, 1255
136500, 137752, 1253
137753, 139004, 1252
139005, 140256, 1252
140257, 141508, 1252
141509, 142762, 1254
142763, 144014, 1252
144015, 145266, 1252
145267, 146520, 1254
146521, 147773, 1253
147774, 149025, 1252
149026, 150279, 1254
