alphaPowerFP, alphaPowerP, betaByAlphaPlusThetaP, blinkFrequency, blinkDuration, freqFp_89_13_17, betaByAlpha, betaByTheta, betaByAlphaPlusThetaFP, smrPlusMidBetaByTheta, sampEn, betaPowerO, alphaThetaHarmonicLocking, alphaThetaPhaseSynchrony
67.0677, 7094.8, 0.0018, 0.0, 0.0, 0.0, 0.1501, 0.0185, 0.0165, 0.0554, 0.01, 30.8898, 1.125, 0.454
10.7982, 80.1658, 0.0659, 0.0, 0.0, 0.0, 0.7193, 0.8722, 0.3942, 1.1525, 0.6463, 17.0877, 1.75, 0.3162
13.9302, 38.1848, 0.1905, 0.0, 0.0, 0.0, 0.3972, 0.5455, 0.2284, 1.4029, 0.6566, 24.0078, 2.375, 0.3739
16.9311, 70.3832, 0.08, 0.0, 0.0, 0.0, 0.3411, 0.308, 0.1614, 0.7464, 0.6429, 15.0447, 0.5, 0.2778
18.6592, 59.4518, 0.1293, 0.0, 0.0, 0.0, 0.4874, 0.4765, 0.2293, 0.5063, 0.6618, 23.3936, 3.625, 0.3349
12.2432, 90.5103, 0.2965, 0.0, 0.0, 0.0, 3.1137, 1.9486, 1.1984, 1.4179, 0.5738, 37.1114, 2.25, 0.2763
13.5638, 89.3267, 0.081, 0.0, 0.0, 0.0, 0.4031, 0.5193, 0.2249, 1.2256, 0.6352, 20.6414, 3.375, 0.35
11.7233, 59.188, 0.0544, 0.0, 0.0, 0.0, 0.3336, 0.3071, 0.1564, 0.8312, 0.6304, 18.6262, 2.875, 0.3183
12.6404, 44.2304, 0.0996, 0.0, 0.0, 0.0, 0.4817, 0.5713, 0.2609, 1.0282, 0.6269, 16.539, 3.5, 0.2943
10.9043, 71.4232, 0.0756, 0.0, 0.0, 0.0, 0.5164, 0.3906, 0.2223, 0.6629, 0.6324, 17.2055, 1.625, 0.3106
15.8497, 58.054, 0.0664, 0.0, 0.0, 0.0, 0.3191, 0.4564, 0.1877, 1.01, 0.6276, 13.832, 2.0, 0.2982
25.0425, 82.2129, 0.0583, 0.0, 0.0, 0.0, 0.2713, 0.1909, 0.1119, 0.4022, 0.6101, 17.3765, 1.125, 0.2411
31.8984, 67.2301, 0.1207, 0.0, 0.0, 0.0, 0.2481, 0.2917, 0.1339, 0.6575, 0.6541, 20.2875, 1.125, 0.2743
18.8018, 75.7168, 0.0695, 0.0, 0.0, 0.0, 0.2861, 0.3438, 0.1561, 0.5555, 0.6212, 15.2232, 1.5, 0.2916
13.686, 33.7087, 0.1434, 0.0, 0.0, 0.0, 0.4477, 0.8764, 0.2948, 1.2246, 0.6426, 14.6963, 3.25, 0.3198
9.8097, 69.8951, 0.0777, 0.0, 0.0, 0.0, 0.681, 0.2757, 0.1959, 0.425, 0.6175, 18.7991, 1.875, 0.3234
10.4452, 32.311, 0.1084, 0.0, 0.0, 0.0, 0.5425, 0.6463, 0.2923, 1.0384, 0.6212, 13.2753, 2.375, 0.3832
10.4131, 59.1883, 0.1094, 0.0, 0.0, 0.0, 0.5884, 0.3651, 0.2248, 0.6337, 0.6413, 16.5884, 2.75, 0.3043
14.4263, 62.2306, 0.0711, 0.0, 0.0, 0.0, 0.4077, 0.4177, 0.2058, 0.824, 0.6258, 14.4237, 1.0, 0.2997
23.925, 42.3497, 0.1225, 0.0, 0.0, 0.0, 0.2227, 0.2966, 0.1257, 0.7766, 0.502, 16.6498, 1.0, 0.2937
21.7702, 101.9743, 0.0797, 0.0, 0.0, 0.0, 0.3881, 0.4766, 0.2139, 0.8215, 0.634, 18.8399, 1.625, 0.2935
