Start Index, End Index, Length
0, 1252, 1253
1253, 2504, 1252
2505, 3756, 1252
3757, 5008, 1252
5009, 6260, 1252
6261, 7513, 1253
7514, 8765, 1252
8766, 10016, 1251
10017, 11268, 1252
11269, 12521, 1253
12522, 13773, 1252
13774, 15023, 1250
15024, 16275, 1252
16276, 17529, 1254
17530, 18780, 1251
18781, 20032, 1252
20033, 21284, 1252
21285, 22536, 1252
22537, 23788, 1252
23789, 25040, 1252
25041, 26293, 1253
26294, 27543, 1250
27544, 28797, 1254
28798, 30047, 1250
30048, 31299, 1252
31300, 32551, 1252
32552, 33804, 1253
33805, 35056, 1252
35057, 36308, 1252
36309, 37560, 1252
37561, 38810, 1250
38811, 40062, 1252
40063, 41315, 1253
41316, 42567, 1252
42568, 43817, 1250
43818, 45069, 1252
45070, 46321, 1252
46322, 47574, 1253
47575, 48826, 1252
48827, 50078, 1252
50079, 51328, 1250
51329, 52580, 1252
52581, 53832, 1252
53833, 55085, 1253
55086, 56337, 1252
56338, 57589, 1252
57590, 58839, 1250
58840, 60093, 1254
60094, 61343, 1250
61344, 62596, 1253
62597, 63848, 1252
63849, 65100, 1252
65101, 66352, 1252
66353, 67602, 1250
67603, 68854, 1252
68855, 70105, 1251
70106, 71357, 1252
71358, 72609, 1252
72610, 73861, 1252
73862, 75113, 1252
75114, 76365, 1252
76366, 77620, 1255
77621, 78872, 1252
78873, 80124, 1252
80125, 81378, 1254
81379, 82628, 1250
82629, 83880, 1252
83881, 85132, 1252
85133, 86386, 1254
86387, 87639, 1253
87640, 88893, 1254
88894, 90143, 1250
90144, 91397, 1254
91398, 92651, 1254
92652, 93903, 1252
93904, 95157, 1254
95158, 96409, 1252
96410, 97661, 1252
97662, 98914, 1253
98915, 100168, 1254
100169, 101420, 1252
101421, 102672, 1252
102673, 103926, 1254
103927, 105178, 1252
105179, 106432, 1254
106433, 107684, 1252
107685, 108936, 1252
108937, 110190, 1254
110191, 111441, 1251
111442, 112693, 1252
112694, 113947, 1254
113948, 115199, 1252
115200, 116453, 1254
116454, 117705, 1252
117706, 118957, 1252
118958, 120211, 1254
120212, 121464, 1253
121465, 122716, 1252
122717, 123968, 1252
123969, 125222, 1254
125223, 126474, 1252
126475, 127728, 1254
127729, 128980, 1252
128981, 130234, 1254
130235, 131488, 1254
131489, 132739, 1251
132740, 133991, 1252
133992, 135243, 1252
135244, 136497, 1254
136498, 137751, 1254
137752, 139003, 1252
139004, 140255, 1252
140256, 141509, 1254
141510, 142761, 1252
142762, 144014, 1253
144015, 145266, 1252
145267, 146520, 1254
146521, 147772, 1252
147773, 149024, 1252
149025, 150278, 1254
