alphaPowerFP, alphaPowerP, betaByAlphaPlusThetaP, blinkFrequency, blinkDuration, freqFp_89_13_17, betaByAlpha, betaByTheta, betaByAlphaPlusThetaFP, smrPlusMidBetaByTheta, sampEn, betaPowerO, alphaThetaHarmonicLocking, alphaThetaPhaseSynchrony
3448.2, 82.5544, 0.0124, 0.0, 0.0, 0.0, 0.0262, 0.002, 0.0019, 0.0456, 0.0093, 45.0174, 3.125, 0.5551
10.2557, 35.44, 0.1803, 0.0, 0.0, 0.0, 0.6197, 0.6037, 0.3047, 0.9719, 0.5399, 25.7508, 2.5, 0.3691
23.4781, 45.0006, 0.0219, 1.0, 0.5078, 0.0, 0.5757, 0.3142, 0.2027, 0.5084, 0.1201, 16.7956, 3.375, 0.4151
8.3256, 28.7742, 0.1404, 0.0, 0.0, 0.0, 0.4753, 0.4068, 0.2186, 0.9458, 0.5994, 18.9522, 2.25, 0.3907
14.0456, 37.0889, 0.115, 0.0, 0.0, 0.0, 0.3587, 0.2966, 0.1622, 0.5964, 0.5846, 19.9482, 2.5, 0.3739
9.3021, 20.988, 0.2501, 0.0, 0.0, 0.0, 0.4196, 0.4132, 0.2076, 0.8218, 0.5875, 20.8878, 1.125, 0.3731
9.243, 39.5574, 0.0843, 0.0, 0.0, 0.0, 0.5171, 0.2787, 0.1807, 0.5417, 0.5611, 17.2388, 1.25, 0.3028
11.7493, 70.9972, 0.1003, 0.0, 0.0, 0.0, 0.5937, 0.5757, 0.2887, 0.8845, 0.6294, 25.651, 2.75, 0.3358
5.7451, 20.5591, 0.1621, 0.0, 0.0, 0.0, 0.975, 0.7245, 0.415, 0.8976, 0.6011, 16.8737, 3.125, 0.361
11.8862, 57.8346, 0.1067, 0.0, 0.0, 0.0, 0.4996, 0.2989, 0.1869, 0.4865, 0.5719, 24.9377, 2.25, 0.3248
19.8156, 26.8523, 0.1928, 0.0, 0.0, 0.0, 0.2643, 0.3237, 0.145, 0.7467, 0.609, 20.9974, 3.625, 0.3348
7.8517, 32.9812, 0.1581, 0.0, 0.0, 0.0, 0.6237, 0.3446, 0.2211, 0.4595, 0.4952, 19.2896, 1.875, 0.338
12.1839, 61.7856, 0.1141, 0.0, 0.0, 0.0, 0.4579, 0.4244, 0.2201, 0.8597, 0.6114, 22.9028, 1.0, 0.3124
10.2168, 33.5708, 0.1157, 0.0, 0.0, 0.0, 0.4891, 0.5433, 0.2569, 0.7872, 0.5976, 14.6859, 2.5, 0.3336
