Start Index, End Index, Length
0, 1252, 1253
1253, 2503, 1251
2504, 3755, 1252
3756, 5007, 1252
5008, 6257, 1250
6258, 7509, 1252
7510, 8761, 1252
8762, 10015, 1254
10016, 11268, 1253
11269, 12518, 1250
12519, 13770, 1252
13771, 15022, 1252
15023, 16272, 1250
16273, 17525, 1253
17526, 18777, 1252
18778, 20027, 1250
20028, 21279, 1252
21280, 22531, 1252
22532, 23782, 1251
23783, 25034, 1252
25035, 26284, 1250
26285, 27536, 1252
27537, 28788, 1252
28789, 30040, 1252
30041, 31290, 1250
31291, 32542, 1252
32543, 33793, 1251
33794, 35045, 1252
35046, 36297, 1252
36298, 37549, 1252
37550, 38799, 1250
38800, 40050, 1251
40051, 41304, 1254
41305, 42556, 1252
42557, 43808, 1252
43809, 45058, 1250
45059, 46310, 1252
46311, 47563, 1253
47564, 48815, 1252
48816, 50067, 1252
50068, 51317, 1250
51318, 52569, 1252
52570, 53823, 1254
53824, 55074, 1251
55075, 56326, 1252
56327, 57578, 1252
57579, 58830, 1252
58831, 60080, 1250
60081, 61332, 1252
61333, 62585, 1253
62586, 63837, 1252
63838, 65089, 1252
65090, 66341, 1252
66342, 67593, 1252
67594, 68845, 1252
68846, 70097, 1252
70098, 71350, 1253
71351, 72602, 1252
72603, 73852, 1250
73853, 75106, 1254
75107, 76358, 1252
76359, 77610, 1252
77611, 78864, 1254
78865, 80117, 1253
80118, 81369, 1252
81370, 82623, 1254
82624, 83875, 1252
83876, 85129, 1254
85130, 86381, 1252
86382, 87633, 1252
87634, 88887, 1254
88888, 90138, 1251
90139, 91392, 1254
91393, 92642, 1250
92643, 93894, 1252
93895, 95146, 1252
95147, 96398, 1252
96399, 97650, 1252
97651, 98904, 1254
98905, 100157, 1253
100158, 101409, 1252
101410, 102661, 1252
102662, 103913, 1252
103914, 105165, 1252
105166, 106417, 1252
106418, 107670, 1253
107671, 108924, 1254
108925, 110176, 1252
110177, 111428, 1252
111429, 112682, 1254
112683, 113936, 1254
113937, 115188, 1252
115189, 116442, 1254
116443, 117696, 1254
117697, 118950, 1254
118951, 120202, 1252
120203, 121456, 1254
121457, 122709, 1253
122710, 123963, 1254
123964, 125213, 1250
125214, 126467, 1254
126468, 127719, 1252
127720, 128973, 1254
128974, 130225, 1252
130226, 131477, 1252
131478, 132729, 1252
132730, 133984, 1255
133985, 135236, 1252
135237, 136490, 1254
136491, 137742, 1252
137743, 138994, 1252
138995, 140246, 1252
140247, 141498, 1252
141499, 142750, 1252
142751, 144003, 1253
144004, 145255, 1252
145256, 146509, 1254
146510, 147763, 1254
147764, 149015, 1252
149016, 150267, 1252
