Start Index, End Index, Length
0, 1254, 1255
1255, 2506, 1252
2507, 3758, 1252
3759, 5010, 1252
5011, 6262, 1252
6263, 7515, 1253
7516, 8767, 1252
8768, 10017, 1250
10018, 11269, 1252
11270, 12521, 1252
12522, 13773, 1252
13774, 15026, 1253
15027, 16278, 1252
16279, 17530, 1252
17531, 18782, 1252
18783, 20032, 1250
20033, 21285, 1253
21286, 22537, 1252
22538, 23789, 1252
23790, 25039, 1250
25040, 26291, 1252
26292, 27543, 1252
27544, 28796, 1253
28797, 30048, 1252
30049, 31300, 1252
31301, 32552, 1252
32553, 33804, 1252
33805, 35054, 1250
35055, 36307, 1253
36308, 37559, 1252
37560, 38811, 1252
38812, 40061, 1250
40062, 41313, 1252
41314, 42565, 1252
42566, 43818, 1253
43819, 45068, 1250
45069, 46320, 1252
46321, 47572, 1252
47573, 48824, 1252
48825, 50076, 1252
50077, 51329, 1253
51330, 52579, 1250
52580, 53831, 1252
53832, 55083, 1252
55084, 56335, 1252
56336, 57586, 1251
57587, 58838, 1252
58839, 60090, 1252
60091, 61342, 1252
61343, 62592, 1250
62593, 63845, 1253
63846, 65097, 1252
65098, 66349, 1252
66350, 67601, 1252
67602, 68853, 1252
68854, 70105, 1252
70106, 71356, 1251
71357, 72610, 1254
72611, 73860, 1250
73861, 75114, 1254
75115, 76366, 1252
76367, 77618, 1252
77619, 78870, 1252
78871, 80122, 1252
80123, 81377, 1255
81378, 82631, 1254
82632, 83881, 1250
83882, 85135, 1254
85136, 86389, 1254
86390, 87641, 1252
87642, 88895, 1254
88896, 90149, 1254
90150, 91401, 1252
91402, 92653, 1252
92654, 93906, 1253
93907, 95160, 1254
95161, 96412, 1252
96413, 97666, 1254
97667, 98918, 1252
98919, 100170, 1252
100171, 101422, 1252
101423, 102676, 1254
102677, 103930, 1254
103931, 105180, 1250
105181, 106432, 1252
106433, 107686, 1254
107687, 108938, 1252
108939, 110192, 1254
110193, 111446, 1254
111447, 112700, 1254
112701, 113952, 1252
113953, 115205, 1253
115206, 116457, 1252
116458, 117709, 1252
117710, 118963, 1254
118964, 120215, 1252
120216, 121467, 1252
121468, 122719, 1252
122720, 123973, 1254
123974, 125224, 1251
125225, 126478, 1254
126479, 127730, 1252
127731, 128982, 1252
128983, 130234, 1252
130235, 131486, 1252
131487, 132738, 1252
132739, 133991, 1253
133992, 135245, 1254
135246, 136495, 1250
136496, 137749, 1254
137750, 139003, 1254
139004, 140255, 1252
140256, 141507, 1252
141508, 142761, 1254
142762, 144013, 1252
144014, 145266, 1253
145267, 146518, 1252
146519, 147770, 1252
147771, 149024, 1254
149025, 150276, 1252
