Start Index, End Index, Length
0, 1252, 1253
1253, 2500, 1248
2501, 3754, 1254
3755, 5006, 1252
5007, 6258, 1252
6259, 7510, 1252
7511, 8761, 1251
8762, 10013, 1252
10014, 11265, 1252
11266, 12517, 1252
12518, 13769, 1252
13770, 15021, 1252
15022, 16273, 1252
16274, 17526, 1253
17527, 18778, 1252
18779, 20029, 1251
20030, 21282, 1253
21283, 22534, 1252
22535, 23786, 1252
23787, 25038, 1252
25039, 26288, 1250
26289, 27539, 1251
27540, 28791, 1252
28792, 30043, 1252
30044, 31293, 1250
31294, 32545, 1252
32546, 33797, 1252
33798, 35050, 1253
35051, 36302, 1252
36303, 37554, 1252
37555, 38808, 1254
38809, 40060, 1252
40061, 41312, 1252
41313, 42564, 1252
42565, 43817, 1253
43818, 45069, 1252
45070, 46321, 1252
46322, 47573, 1252
47574, 48825, 1252
48826, 50077, 1252
50078, 51331, 1254
51332, 52582, 1251
52583, 53834, 1252
53835, 55086, 1252
55087, 56338, 1252
56339, 57590, 1252
57591, 58842, 1252
58843, 60095, 1253
60096, 61347, 1252
61348, 62599, 1252
62600, 63853, 1254
63854, 65105, 1252
65106, 66357, 1252
66358, 67611, 1254
67612, 68863, 1252
68864, 70115, 1252
70116, 71368, 1253
71369, 72620, 1252
72621, 73870, 1250
73871, 75124, 1254
75125, 76378, 1254
76379, 77630, 1252
77631, 78882, 1252
78883, 80136, 1254
80137, 81387, 1251
81388, 82639, 1252
82640, 83891, 1252
83892, 85143, 1252
85144, 86397, 1254
86398, 87649, 1252
87650, 88905, 1256
88906, 90157, 1252
90158, 91408, 1251
91409, 92660, 1252
92661, 93912, 1252
93913, 95164, 1252
95165, 96416, 1252
96417, 97670, 1254
97671, 98922, 1252
98923, 100175, 1253
100176, 101427, 1252
101428, 102679, 1252
102680, 103933, 1254
103934, 105185, 1252
105186, 106437, 1252
106438, 107691, 1254
107692, 108943, 1252
108944, 110196, 1253
110197, 111450, 1254
111451, 112702, 1252
112703, 113954, 1252
113955, 115206, 1252
115207, 116458, 1252
116459, 117710, 1252
117711, 118963, 1253
118964, 120215, 1252
120216, 121469, 1254
121470, 122721, 1252
122722, 123973, 1252
123974, 125227, 1254
125228, 126479, 1252
126480, 127731, 1252
127732, 128985, 1254
128986, 130238, 1253
130239, 131490, 1252
131491, 132742, 1252
132743, 133996, 1254
133997, 135248, 1252
135249, 136500, 1252
136501, 137754, 1254
137755, 139006, 1252
139007, 140259, 1253
140260, 141513, 1254
141514, 142767, 1254
142768, 144019, 1252
144020, 145273, 1254
145274, 146525, 1252
146526, 147775, 1250
147776, 149029, 1254
149030, 150282, 1253
