alphaPowerFP, alphaPowerP, betaByAlphaPlusThetaP, blinkFrequency, blinkDuration, freqFp_89_13_17, betaByAlpha, betaByTheta, betaByAlphaPlusThetaFP, smrPlusMidBetaByTheta, sampEn, betaPowerO, alphaThetaHarmonicLocking, alphaThetaPhaseSynchrony
0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
22.6303, 19.3972, 0.4913, 2.0, 0.1921, 0.0, 0.9596, 0.4845, 0.3217, 0.8133, 0.3586, 13.5307, 2.625, 0.3517
30.6474, 39.4731, 0.1116, 1.0, 0.6445, 0.0, 1.045, 0.6735, 0.3982, 0.7033, 0.2395, 24.9853, 1.875, 0.4188
17.5081, 18.7005, 0.3975, 0.0, 0.0, 0.0, 0.7267, 0.4379, 0.2566, 0.5668, 0.4203, 18.8395, 2.625, 0.3519
34.8665, 70.1919, 0.1988, 0.0, 0.0, 0.0, 0.4788, 0.8007, 0.2979, 1.2924, 0.5225, 17.3426, 2.0, 0.3888
20.4941, 32.5126, 0.3272, 1.0, 0.3646, 0.0, 1.4611, 0.6078, 0.4236, 0.7475, 0.4667, 12.7193, 2.0, 0.3917
12.4205, 21.9226, 0.4167, 0.0, 0.0, 0.0, 1.7449, 3.0642, 1.1112, 3.8298, 0.697, 7.064, 3.375, 0.4278
14.9606, 17.0634, 0.4252, 1.0, 0.1562, 0.0, 1.1945, 0.6329, 0.412, 0.7576, 0.6008, 7.6558, 1.75, 0.3159
21.0835, 64.535, 0.1697, 1.0, 0.7617, 0.0, 0.6323, 0.4168, 0.2509, 0.645, 0.2928, 16.0548, 1.875, 0.3803
33.0468, 37.7765, 0.1144, 2.0, 0.2148, 0.0, 0.7623, 0.9167, 0.4125, 1.064, 0.3756, 16.504, 2.375, 0.4198
13.0284, 31.3624, 0.2696, 0.0, 0.0, 0.0, 1.1182, 1.1262, 0.5559, 1.5726, 0.6555, 11.7851, 1.375, 0.3647
28.5507, 48.5524, 0.3184, 1.0, 0.0, 0.0, 0.9877, 1.6719, 0.6125, 3.2042, 0.6768, 11.5825, 1.625, 0.3948
25.6858, 16.1441, 0.4698, 1.0, 0.1953, 0.0, 0.9555, 0.8343, 0.4454, 1.1202, 0.5821, 15.4748, 2.125, 0.4267
16.7471, 32.4926, 0.2645, 0.0, 0.0, 0.0, 1.2245, 1.9608, 0.7424, 2.8643, 0.5882, 11.3327, 2.75, 0.395
20.4176, 9.5248, 0.7079, 0.0, 0.0, 0.0, 1.8117, 2.3581, 1.0063, 2.5498, 0.5372, 8.2153, 2.0, 0.364
21.259, 21.7022, 0.4169, 0.0, 0.0, 0.0, 0.9572, 0.6813, 0.3847, 0.5948, 0.5442, 16.0174, 1.125, 0.3777
10.3069, 19.5271, 0.5411, 0.0, 0.0, 0.0, 2.2018, 2.8522, 1.2423, 2.4994, 0.8008, 10.8689, 1.75, 0.3827
15.7454, 27.4815, 0.3626, 0.0, 0.0, 0.0, 1.3725, 0.5916, 0.4056, 0.6019, 0.6304, 11.2474, 1.375, 0.4274
9.4388, 29.7488, 0.3086, 1.0, 0.2344, 0.0, 1.8897, 1.3742, 0.762, 1.7147, 0.5894, 10.411, 2.125, 0.353
12.2234, 22.6916, 0.3572, 1.0, 0.5273, 0.0, 1.5528, 1.9935, 0.8618, 2.6378, 0.6764, 8.4586, 1.125, 0.4139
21.7127, 12.8372, 0.7684, 0.0, 0.0, 0.0, 1.0541, 1.1229, 0.5176, 0.9831, 0.5673, 10.394, 1.375, 0.3532
38.5301, 44.8849, 0.2091, 1.0, 0.3906, 0.0, 0.8624, 0.6866, 0.3664, 1.3737, 0.3683, 60.1707, 3.375, 0.4188
6.4337, 10.1032, 0.5359, 0.0, 0.0, 0.0, 2.8025, 2.3991, 1.2576, 1.6995, 0.6646, 8.7335, 1.5, 0.3738
29.3302, 23.9366, 0.502, 1.0, 0.3125, 0.0, 1.0593, 1.1701, 0.5536, 1.6512, 0.5512, 9.4377, 1.625, 0.3622
19.3082, 20.6177, 0.6441, 2.0, 0.4492, 0.0, 1.545, 1.049, 0.6235, 1.4048, 0.4414, 11.4718, 1.5, 0.397
