alphaPowerFP, alphaPowerP, betaByAlphaPlusThetaP, blinkFrequency, blinkDuration, freqFp_89_13_17, betaByAlpha, betaByTheta, betaByAlphaPlusThetaFP, smrPlusMidBetaByTheta, sampEn, betaPowerO, alphaThetaHarmonicLocking, alphaThetaPhaseSynchrony
1146.0, 18172.0, 0.0018, 1.0, 0.0, 0.0, 0.0398, 0.0031, 0.0029, 0.0485, 0.0087, 46.1616, 1.75, 0.6145
6.337, 7.1779, 1.1718, 0.0, 0.0, 0.0, 2.419, 1.7503, 1.015, 1.559, 0.5961, 17.3573, 2.5, 0.3989
9.4685, 418.8513, 0.0129, 1.0, 0.625, 0.0, 1.1528, 0.5398, 0.3536, 1.149, 0.297, 23.4545, 2.375, 0.3834
10.2434, 4.384, 1.1191, 1.0, 0.2539, 0.0, 1.0705, 1.5159, 0.6266, 1.7411, 0.5741, 8.0961, 1.625, 0.3856
7.6274, 10.2172, 0.2763, 1.0, 0.2539, 0.0, 0.93, 1.1953, 0.5221, 1.6943, 0.4032, 5.1996, 3.375, 0.4477
3.9705, 5.7382, 0.3428, 0.0, 0.0, 0.0, 1.2598, 1.1511, 0.6011, 1.3689, 0.608, 7.5363, 2.25, 0.3491
6.3937, 7.0224, 0.3507, 1.0, 0.2539, 0.0, 1.207, 1.345, 0.6356, 1.7451, 0.5352, 6.4381, 1.375, 0.4088
6.8252, 7.252, 0.2204, 0.0, 0.0, 0.0, 0.8889, 0.4096, 0.2803, 0.4728, 0.4537, 7.3593, 1.625, 0.4326
40.9561, 11.9553, 0.331, 2.0, 0.6055, 0.0, 0.6937, 0.323, 0.2204, 0.5707, 0.3106, 11.6886, 2.625, 0.4074
15.8093, 7.6213, 0.7448, 0.0, 0.0, 0.0, 0.6762, 0.4279, 0.2617, 0.6944, 0.3691, 7.9672, 2.125, 0.4092
27.4018, 5.5345, 0.535, 1.0, 0.2734, 0.0, 0.9724, 0.7385, 0.4196, 1.0206, 0.4402, 8.9821, 2.625, 0.4127
13.3011, 7.6408, 0.4454, 1.0, 0.2734, 0.0, 1.8531, 1.0548, 0.6558, 1.4547, 0.4059, 8.2269, 2.625, 0.4077
12.0561, 8.1839, 0.4448, 0.0, 0.0, 0.0, 0.7976, 0.5098, 0.311, 0.9665, 0.5172, 9.3978, 2.375, 0.3693
7.6673, 4.4829, 0.5157, 0.0, 0.0, 0.0, 1.2433, 0.4874, 0.3497, 0.7114, 0.5815, 9.9642, 2.75, 0.4024
13.0451, 23.8167, 0.5499, 2.0, 0.6152, 0.0, 1.1391, 0.9196, 0.5058, 1.265, 0.4268, 14.0527, 3.5, 0.4406
15.6987, 16.9129, 0.2839, 0.0, 0.0, 0.0, 0.5675, 0.4573, 0.2532, 0.8938, 0.5506, 6.9101, 2.125, 0.3738
4.8716, 6.8528, 0.5361, 0.0, 0.0, 0.0, 1.4012, 0.8734, 0.5183, 0.8899, 0.5174, 8.7574, 2.75, 0.4063
14.0306, 15.0783, 0.3875, 1.0, 0.2344, 0.0, 1.0041, 0.5693, 0.3632, 1.0197, 0.4504, 8.5944, 2.25, 0.3916
8.7485, 10.0171, 0.1494, 1.0, 0.293, 0.0, 1.6427, 1.0581, 0.6435, 0.8809, 0.4705, 9.0384, 3.125, 0.4152
4.403, 6.3991, 0.3326, 0.0, 0.0, 0.0, 1.552, 1.0859, 0.6388, 1.603, 0.6674, 5.6816, 2.25, 0.425
2.9766, 7.0315, 0.387, 1.0, 0.293, 0.0, 2.1425, 1.8192, 0.9818, 1.4789, 0.4662, 5.3293, 2.625, 0.4312
27.2745, 9.7081, 0.2741, 1.0, 0.3125, 0.0, 0.7595, 0.5174, 0.3041, 1.1131, 0.392, 8.2921, 2.0, 0.4178
6.7929, 13.6223, 0.3562, 0.0, 0.0, 0.0, 0.8941, 1.3604, 0.5388, 2.1293, 0.6687, 9.0941, 1.5, 0.3952
5.0392, 3.7868, 0.5226, 1.0, 0.2539, 0.0, 1.8193, 2.0227, 0.9501, 1.4035, 0.579, 9.6604, 4.25, 0.4588
3.4534, 6.1536, 0.588, 0.0, 0.0, 0.0, 1.6497, 1.4532, 0.7686, 1.7513, 0.667, 7.4837, 2.75, 0.4195
