alphaPowerFP, alphaPowerP, betaByAlphaPlusThetaP, blinkFrequency, blinkDuration, freqFp_89_13_17, betaByAlpha, betaByTheta, betaByAlphaPlusThetaFP, smrPlusMidBetaByTheta, sampEn, betaPowerO, alphaThetaHarmonicLocking, alphaThetaPhaseSynchrony
7398.5, 1079.7, 0.0065, 1.0, 0.0, 0.0, 0.0357, 0.0027, 0.0025, 0.0458, 0.0129, 83.2331, 1.5, 0.5236
378.2144, 3038.8, 0.0231, 3.0, 0.0, 0.0, 0.4203, 0.396, 0.2006, 1.0165, 0.0899, 749.5454, 2.0, 0.4216
7.7876, 23.5194, 2.4169, 0.0, 0.0, 0.0, 6.6843, 2.3872, 1.7493, 0.5534, 0.6005, 50.0013, 2.5, 0.3439
8.7967, 22.7488, 1.4845, 0.0, 0.0, 0.0, 4.8278, 3.6241, 2.0255, 2.2652, 0.6388, 35.871, 3.375, 0.4001
7.4226, 18.3197, 1.8275, 0.0, 0.0, 0.0, 5.7996, 3.3222, 2.0174, 1.6863, 0.6793, 31.1903, 2.125, 0.3253
8.8425, 18.5872, 1.5257, 0.0, 0.0, 0.0, 2.4827, 1.8683, 1.0558, 1.3146, 0.6799, 21.2871, 2.625, 0.3273
7.3287, 20.6288, 1.04, 0.0, 0.0, 0.0, 2.3906, 1.1855, 0.7792, 0.8712, 0.7516, 15.1276, 1.375, 0.377
7.9543, 22.1255, 1.1249, 0.0, 0.0, 0.0, 1.8678, 1.7599, 0.8909, 1.9958, 0.6905, 16.4485, 0.875, 0.351
10.2967, 24.5915, 0.7803, 1.0, 0.3516, 0.0, 2.5206, 1.227, 0.8197, 1.4912, 0.6138, 24.8925, 2.5, 0.3672
8.067, 16.7629, 0.9895, 0.0, 0.0, 0.0, 2.2154, 1.625, 0.9352, 1.3728, 0.7367, 17.219, 2.875, 0.3693
5.3811, 15.6337, 0.7293, 0.0, 0.0, 0.0, 2.1551, 0.8639, 0.6157, 1.0262, 0.7461, 14.5933, 2.5, 0.3612
8.2192, 20.0146, 0.7153, 0.0, 0.0, 0.0, 2.3658, 1.4207, 0.8857, 1.306, 0.7259, 16.784, 1.625, 0.3448
5.479, 22.8334, 0.985, 0.0, 0.0, 0.0, 1.9687, 0.8781, 0.6072, 1.0488, 0.6838, 13.443, 2.125, 0.4345
7.6758, 5340.7, 1.9076, 1.0, 0.2344, 0.0, 2.1217, 0.1978, 0.1808, 0.1479, 0.0078, 4330.8, 1.375, 0.3959
308290.0, 1306400.0, 0.4491, 2.0, 0.3516, 0.0, 0.8895, 1.5695, 0.5677, 3.4769, 0.0175, 270290.0, 2.375, 0.4844
8.124, 17.5909, 0.733, 0.0, 0.0, 0.0, 1.2139, 0.9999, 0.5276, 1.6928, 0.8051, 13.742, 2.5, 0.3298
4.8371, 4036000.0, 0.1043, 2.0, 0.5273, 0.0, 1.5486, 1.588, 0.7763, 1.9006, 0.1469, 262550.0, 2.75, 0.3858
8.3992, 19.4127, 0.0562, 0.0, 0.0, 0.0, 1.5679, 0.0782, 0.0743, 0.079, 0.0108, 16.9309, 2.875, 0.4036
136.241, 510.6396, 0.3646, 0.0, 0.0, 0.0, 0.6757, 2.3147, 0.523, 3.4082, 0.1936, 86.4161, 2.75, 0.389
12.1151, 109.7134, 0.4033, 1.0, 0.5664, 0.0, 0.9145, 0.6474, 0.3759, 1.1413, 0.5422, 36.3912, 2.125, 0.3789
10.3662, 9.6232, 1.0679, 0.0, 0.0, 0.0, 1.0623, 1.5552, 0.6306, 1.675, 0.7448, 11.6475, 2.875, 0.4314
6.5982, 10.3069, 0.906, 2.0, 0.5078, 0.0, 1.0272, 0.6653, 0.3919, 1.2931, 0.5843, 13.791, 2.625, 0.3973
5.3586, 14.0046, 0.7242, 0.0, 0.0, 0.0, 1.7311, 0.4927, 0.3712, 0.812, 0.734, 10.7712, 1.0, 0.3532
5.0561, 11.7895, 0.651, 0.0, 0.0, 0.0, 1.4871, 0.7401, 0.494, 0.9299, 0.7598, 10.7474, 2.25, 0.3887
7.5618, 8.1047, 1.1529, 0.0, 0.0, 0.0, 0.9249, 0.5999, 0.3477, 1.1453, 0.7699, 9.2872, 2.375, 0.3802
