Label, Score
Score, 0.0
Score, 7.58594717709745E-11
Score, 0.011418170508642507
Score, 0.006729840598402208
Score, 4.936726343878558E-6
Score, 0.16288825053903244
Score, 0.05130181137081547
Score, 0.0024348766147903934
Score, 2.870491955316199
Score, 0.16697251845992678
Score, 0.04700772655632294
Score, 6.676668215369868E-4
Score, 2.383715793375369E-14
Score, 0.12838048150587922
Score, 0.005979374909777017
Score, 0.008222743380050425
Score, 0.012853320058059156
Score, 0.855298002605782
Score, 0.19910191255164597
Score, 0.08015286970436292
Score, 0.035374078124936356
Score, 0.011889509803321235
Score, 2.5152003868890053E-10
Score, 5.42950082672675E-5
Score, 0.013603932666525874
Concentration Duration (Seconds) out of 125, 0
Average Score (0-100), 0.1868331309663209
Sustain Rate (%), 0.0
Game Score, 4.670828274158023
