Start Index, End Index, Length
0, 1253, 1254
1254, 2505, 1252
2506, 3757, 1252
3758, 5009, 1252
5010, 6261, 1252
6262, 7513, 1252
7514, 8766, 1253
8767, 10018, 1252
10019, 11270, 1252
11271, 12522, 1252
12523, 13772, 1250
13773, 15024, 1252
15025, 16278, 1254
16279, 17529, 1251
17530, 18781, 1252
18782, 20033, 1252
20034, 21285, 1252
21286, 22537, 1252
22538, 23789, 1252
23790, 25042, 1253
25043, 26294, 1252
26295, 27546, 1252
27547, 28796, 1250
28797, 30048, 1252
30049, 31301, 1253
31302, 32553, 1252
32554, 33805, 1252
33806, 35057, 1252
35058, 36309, 1252
36310, 37559, 1250
37560, 38812, 1253
38813, 40064, 1252
40065, 41316, 1252
41317, 42568, 1252
42569, 43820, 1252
43821, 45072, 1252
45073, 46324, 1252
46325, 47577, 1253
47578, 48827, 1250
48828, 50079, 1252
50080, 51331, 1252
51332, 52583, 1252
52584, 53835, 1252
53836, 55088, 1253
55089, 56340, 1252
56341, 57592, 1252
57593, 58842, 1250
58843, 60094, 1252
60095, 61347, 1253
61348, 62599, 1252
62600, 63849, 1250
63850, 65101, 1252
65102, 66353, 1252
66354, 67605, 1252
67606, 68856, 1251
68857, 70108, 1252
70109, 71362, 1254
71363, 72614, 1252
72615, 73866, 1252
73867, 75118, 1252
75119, 76372, 1254
76373, 77624, 1252
77625, 78877, 1253
78878, 80129, 1252
80130, 81379, 1250
81380, 82631, 1252
82632, 83885, 1254
83886, 85137, 1252
85138, 86391, 1254
86392, 87644, 1253
87645, 88896, 1252
88897, 90150, 1254
90151, 91402, 1252
91403, 92654, 1252
92655, 93906, 1252
93907, 95160, 1254
95161, 96411, 1251
96412, 97665, 1254
97666, 98915, 1250
98916, 100167, 1252
100168, 101419, 1252
101420, 102673, 1254
102674, 103925, 1252
103926, 105177, 1252
105178, 106430, 1253
106431, 107682, 1252
107683, 108936, 1254
108937, 110188, 1252
110189, 111442, 1254
111443, 112694, 1252
112695, 113948, 1254
113949, 115200, 1252
115201, 116454, 1254
116455, 117706, 1252
117707, 118957, 1251
118958, 120211, 1254
120212, 121463, 1252
121464, 122715, 1252
122716, 123969, 1254
123970, 125221, 1252
125222, 126475, 1254
126476, 127726, 1251
127727, 128980, 1254
128981, 130230, 1250
130231, 131484, 1254
131485, 132736, 1252
132737, 133990, 1254
133991, 135242, 1252
135243, 136494, 1252
136495, 137747, 1253
137748, 139001, 1254
139002, 140253, 1252
140254, 141507, 1254
141508, 142759, 1252
142760, 144011, 1252
144012, 145263, 1252
145264, 146515, 1252
146516, 147769, 1254
147770, 149022, 1253
149023, 150272, 1250
