Label, Score
Score, 0.0
Score, 64.82181954687103
Score, 0.01433141268455232
Score, 55.21107160271561
Score, 68.09632309988099
Score, 1.275116784158276
Score, 57.96716641926236
Score, 32.476794084872836
Score, 1.3691287273303683E-26
Score, 81.97311692153158
Score, 0.9855936988854668
Score, 45.15352679488816
Score, 29.033652975794038
Score, 0.0050596173030675725
Score, 13.785210316590698
Score, 12.326173004472336
Score, 0.5822421342371916
Score, 4.565433522810045
Score, 79.89067856379911
Score, 61.66483414242304
Score, 0.003785094294133482
Score, 82.66035952999866
Score, 0.7697461027320779
Score, 71.62843162871947
Score, 30.461705186787036
Concentration Duration (Seconds) out of 125, 60
Average Score (0-100), 31.81408688742847
Sustain Rate (%), 48.0
Game Score, 3723.3754822727105
