Start Index, End Index, Length
0, 1251, 1252
1252, 2501, 1250
2502, 3753, 1252
3754, 5003, 1250
5004, 6255, 1252
6256, 7508, 1253
7509, 8760, 1252
8761, 10010, 1250
10011, 11262, 1252
11263, 12512, 1250
12513, 13763, 1251
13764, 15015, 1252
15016, 16267, 1252
16268, 17519, 1252
17520, 18769, 1250
18770, 20022, 1253
20023, 21274, 1252
21275, 22524, 1250
22525, 23776, 1252
23777, 25028, 1252
25029, 26279, 1251
26280, 27531, 1252
27532, 28783, 1252
28784, 30035, 1252
30036, 31287, 1252
31288, 32537, 1250
32538, 33790, 1253
33791, 35042, 1252
35043, 36292, 1250
36293, 37544, 1252
37545, 38796, 1252
38797, 40047, 1251
40048, 41299, 1252
41300, 42551, 1252
42552, 43801, 1250
43802, 45053, 1252
45054, 46304, 1251
46305, 47556, 1252
47557, 48806, 1250
48807, 50058, 1252
50059, 51310, 1252
51311, 52561, 1251
52562, 53813, 1252
53814, 55063, 1250
55064, 56315, 1252
56316, 57567, 1252
57568, 58818, 1251
58819, 60068, 1250
60069, 61320, 1252
61321, 62572, 1252
62573, 63822, 1250
63823, 65075, 1253
65076, 66327, 1252
66328, 67577, 1250
67578, 68829, 1252
68830, 70079, 1250
70080, 71332, 1253
71333, 72584, 1252
72585, 73834, 1250
73835, 75086, 1252
75087, 76338, 1252
76339, 77590, 1252
77591, 78843, 1253
78844, 80095, 1252
80096, 81345, 1250
81346, 82599, 1254
82600, 83849, 1250
83850, 85103, 1254
85104, 86355, 1252
86356, 87610, 1255
87611, 88862, 1252
88863, 90114, 1252
90115, 91366, 1252
91367, 92618, 1252
92619, 93870, 1252
93871, 95121, 1251
95122, 96375, 1254
96376, 97627, 1252
97628, 98879, 1252
98880, 100131, 1252
100132, 101383, 1252
101384, 102635, 1252
102636, 103889, 1254
103890, 105140, 1251
105141, 106392, 1252
106393, 107644, 1252
107645, 108896, 1252
108897, 110148, 1252
110149, 111402, 1254
111403, 112653, 1251
112654, 113905, 1252
113906, 115157, 1252
115158, 116411, 1254
116412, 117663, 1252
117664, 118917, 1254
118918, 120167, 1250
120168, 121419, 1252
121420, 122672, 1253
122673, 123926, 1254
123927, 125176, 1250
125177, 126430, 1254
126431, 127682, 1252
127683, 128934, 1252
128935, 130186, 1252
130187, 131440, 1254
131441, 132691, 1251
132692, 133945, 1254
133946, 135197, 1252
135198, 136447, 1250
136448, 137699, 1252
137700, 138951, 1252
138952, 140204, 1253
140205, 141454, 1250
141455, 142708, 1254
142709, 143960, 1252
143961, 145212, 1252
145213, 146466, 1254
146467, 147718, 1252
147719, 148971, 1253
148972, 150225, 1254
