Start Index, End Index, Length
0, 1252, 1253
1253, 2504, 1252
2505, 3756, 1252
3757, 5010, 1254
5011, 6262, 1252
6263, 7513, 1251
7514, 8767, 1254
8768, 10019, 1252
10020, 11269, 1250
11270, 12521, 1252
12522, 13775, 1254
13776, 15027, 1252
15028, 16280, 1253
16281, 17532, 1252
17533, 18784, 1252
18785, 20036, 1252
20037, 21288, 1252
21289, 22540, 1252
22541, 23793, 1253
23794, 25045, 1252
25046, 26297, 1252
26298, 27549, 1252
27550, 28801, 1252
28802, 30053, 1252
30054, 31305, 1252
31306, 32559, 1254
32560, 33810, 1251
33811, 35062, 1252
35063, 36314, 1252
36315, 37566, 1252
37567, 38820, 1254
38821, 40070, 1250
40071, 41323, 1253
41324, 42575, 1252
42576, 43827, 1252
43828, 45077, 1250
45078, 46329, 1252
46330, 47583, 1254
47584, 48836, 1253
48837, 50088, 1252
50089, 51340, 1252
51341, 52590, 1250
52591, 53842, 1252
53843, 55094, 1252
55095, 56348, 1254
56349, 57601, 1253
57602, 58853, 1252
58854, 60105, 1252
60106, 61357, 1252
61358, 62609, 1252
62610, 63861, 1252
63862, 65114, 1253
65115, 66366, 1252
66367, 67618, 1252
67619, 68870, 1252
68871, 70122, 1252
70123, 71374, 1252
71375, 72626, 1252
72627, 73879, 1253
73880, 75131, 1252
75132, 76385, 1254
76386, 77637, 1252
77638, 78891, 1254
78892, 80145, 1254
80146, 81399, 1254
81400, 82651, 1252
82652, 83905, 1254
83906, 85157, 1252
85158, 86411, 1254
86412, 87664, 1253
87665, 88918, 1254
88919, 90172, 1254
90173, 91426, 1254
91427, 92678, 1252
92679, 93932, 1254
93933, 95184, 1252
95185, 96436, 1252
96437, 97690, 1254
97691, 98944, 1254
98945, 100198, 1254
100199, 101450, 1252
101451, 102702, 1252
102703, 103955, 1253
103956, 105209, 1254
105210, 106461, 1252
106462, 107713, 1252
107714, 108967, 1254
108968, 110219, 1252
110220, 111473, 1254
111474, 112727, 1254
112728, 113979, 1252
113980, 115233, 1254
115234, 116487, 1254
116488, 117741, 1254
117742, 118992, 1251
118993, 120246, 1254
120247, 121500, 1254
121501, 122752, 1252
122753, 124006, 1254
124007, 125260, 1254
125261, 126512, 1252
126513, 127766, 1254
127767, 129020, 1254
129021, 130274, 1254
130275, 131526, 1252
131527, 132779, 1253
132780, 134031, 1252
134032, 135285, 1254
135286, 136539, 1254
136540, 137793, 1254
137794, 139047, 1254
139048, 140299, 1252
140300, 141553, 1254
141554, 142807, 1254
142808, 144059, 1252
144060, 145313, 1254
145314, 146567, 1254
146568, 147819, 1252
147820, 149073, 1254
149074, 150326, 1253
