Label, Score
Score, 1.4851226939035133E-58
Score, 2.5886180139594596E-4
Score, 1.2967741949866312
Score, 92.15218748746638
Score, 1.79942978969785E-4
Score, 38.23167552344287
Score, 58.46979097505586
Score, 8.047676642994888E-5
Score, 9.114252918087542
Score, 57.05406755688104
Score, 0.09923745151270698
Score, 71.62751265943292
Score, 1.4139800906938337E-5
Score, 23.154654026571304
Score, 72.20947591760371
Score, 61.447631310312524
Score, 1.3725632697055755E-38
Score, 22.040174969183287
Score, 86.1951971170844
Score, 21.418272360660108
Score, 18.592301821978626
Score, 94.78759766980045
Score, 47.081850959901665
Score, 52.58623960755617
Score, 73.79795351623315
Concentration Duration (Seconds) out of 125, 60
Average Score (0-100), 36.05429525860396
Sustain Rate (%), 48.0
Game Score, 4123.922102668184
