Label, Score
Score, 0.0
Score, 97.96217413168867
Score, 51.10664746665999
Score, 0.13253763853107592
Score, 85.94114277087711
Score, 95.76092068095096
Score, 26.771157531291013
Score, 54.96537198832057
Score, 0.6797392897266747
Score, 72.74835324240189
Score, 2.960796962277069
Score, 60.57130134266724
Score, 52.55580642278173
Score, 87.51184015611906
Score, 84.51161813032073
Score, 91.78831583139387
Score, 81.68412849941011
Score, 98.57150471393248
Score, 75.9258190374053
Score, 27.255688887847736
Score, 94.74936277176755
Score, 93.7116949385428
Score, 31.359323510050963
Score, 36.30004683477641
Score, 50.56624533765493
Concentration Duration (Seconds) out of 125, 95
Average Score (0-100), 58.24366152469584
Sustain Rate (%), 76.0
Game Score, 7049.258009348287
