Label, Score
Score, 2.240503410338842E-28
Score, 94.37003160375879
Score, 64.13837668104154
Score, 87.10684637413958
Score, 89.49522659353228
Score, 68.31478583182374
Score, 93.04282837794987
Score, 87.57731048157552
Score, 94.55626532138264
Score, 6.165597917590993
Score, 93.45184107870661
Score, 94.88522803805452
Score, 98.18392866595919
Score, 93.902393215245
Score, 0.17025111258299458
Score, 95.98544622397417
Score, 0.13190876184934697
Score, 84.90826716341903
Score, 89.46975258013256
Score, 84.37249111511854
Score, 96.13978390370923
Score, 1.1869123827040355
Score, 49.0715841885492
Score, 87.61029530392038
Score, 61.10808015018551
Concentration Duration (Seconds) out of 125, 100
Average Score (0-100), 68.6138173226762
Sustain Rate (%), 80.0
Game Score, 8546.108484635617
