alphaPowerFP, alphaPowerP, betaByAlphaPlusThetaP, blinkFrequency, blinkDuration, freqFp_89_13_17, betaByAlpha, betaByTheta, betaByAlphaPlusThetaFP, smrPlusMidBetaByTheta, sampEn, betaPowerO, alphaThetaHarmonicLocking, alphaThetaPhaseSynchrony
1020.2, 14455.0, 0.0018, 1.0, 0.5273, 0.0, 0.0668, 0.0053, 0.0049, 0.0476, 0.0099, 180.2423, 1.875, 0.4949
85.7368, 14.4477, 0.3031, 1.0, 1.0742, 0.0, 0.8279, 0.3531, 0.2475, 0.5597, 0.3365, 20.3351, 0.875, 0.3755
33.8649, 13.3137, 0.251, 1.0, 0.1562, 0.0, 0.8636, 0.8553, 0.4295, 1.5263, 0.4796, 18.6723, 2.25, 0.4142
19.7768, 46.3342, 0.0858, 0.0, 0.0, 0.0, 0.5091, 0.1011, 0.0842, 0.1515, 0.1751, 19.7809, 2.125, 0.406
34.543, 10.114, 0.3726, 1.0, 0.1562, 0.0, 0.8457, 0.6074, 0.3535, 1.0887, 0.3719, 18.3177, 1.5, 0.4505
16.136, 6.296, 0.5137, 1.0, 0.1953, 0.0, 1.0949, 0.741, 0.4415, 1.1542, 0.4786, 24.5867, 2.875, 0.4672
4.0855, 5.9088, 0.4583, 0.0, 0.0, 0.0, 1.2872, 0.8042, 0.4934, 1.2509, 0.491, 13.2913, 1.375, 0.3182
17.6322, 5.2057, 0.9474, 0.0, 0.0, 0.0, 0.386, 0.0603, 0.0522, 0.1159, 0.3343, 12.941, 2.875, 0.4031
4.0531, 7.4599, 0.8591, 2.0, 0.2734, 0.0, 1.7088, 1.2774, 0.7205, 2.521, 0.611, 15.3002, 2.75, 0.3835
6.079, 5.242, 0.8162, 0.0, 0.0, 0.0, 1.0376, 1.1445, 0.5425, 1.2831, 0.6761, 15.6016, 3.0, 0.4368
13.2134, 8.8779, 0.2655, 0.0, 0.0, 0.0, 0.6474, 0.2162, 0.162, 0.3535, 0.2254, 17.2837, 3.125, 0.4055
8.7507, 12.5239, 0.3255, 0.0, 0.0, 0.0, 0.8367, 0.403, 0.2719, 0.409, 0.4016, 17.405, 2.125, 0.4706
3.8183, 3.049, 0.7874, 0.0, 0.0, 0.0, 1.608, 0.8007, 0.5346, 1.0449, 0.5657, 16.2235, 3.875, 0.4095
4.6201, 7.5838, 0.6369, 1.0, 0.2539, 0.0, 1.5205, 0.8663, 0.5402, 0.9204, 0.5449, 15.2002, 1.875, 0.387
4.0156, 4.6809, 0.7131, 0.0, 0.0, 0.0, 1.6027, 1.7192, 0.8286, 2.5206, 0.7304, 11.6683, 2.625, 0.3744
36.6135, 8.4369, 0.2005, 1.0, 0.4102, 0.0, 1.099, 0.9658, 0.5135, 1.7005, 0.3636, 24.57, 4.5, 0.3991
2.3268, 4.9473, 0.3491, 2.0, 0.4004, 0.0, 1.7004, 0.4436, 0.3517, 0.6584, 0.3945, 13.8488, 1.625, 0.3593
15.2204, 10.4922, 0.3958, 1.0, 0.0, 0.0, 1.0248, 0.587, 0.3576, 1.2577, 0.4316, 16.3082, 2.375, 0.4184
3.7601, 4.6999, 0.7442, 1.0, 0.293, 0.0, 1.8894, 2.0009, 0.9688, 1.9617, 0.635, 13.3931, 4.25, 0.4069
6.2728, 8.8965, 0.3936, 1.0, 0.0, 0.0, 0.9632, 0.3954, 0.2801, 0.5493, 0.3735, 18.2974, 3.125, 0.3867
2.7289, 5.4398, 0.7591, 1.0, 0.2539, 0.0, 2.1845, 1.3097, 0.818, 1.7859, 0.6308, 13.6992, 4.25, 0.4049
3.9049, 4.9489, 0.8067, 2.0, 0.3027, 0.0, 1.8321, 1.1675, 0.7084, 1.0025, 0.478, 17.0404, 1.25, 0.4083
3.6443, 5.9967, 0.57, 2.0, 0.249, 0.0, 1.7426, 0.7709, 0.5329, 1.0564, 0.5601, 13.2578, 1.75, 0.4107
4.0722, 4.5672, 0.9065, 0.0, 0.0, 0.0, 1.8964, 1.8116, 0.9265, 1.8672, 0.6612, 18.3767, 4.5, 0.402
10.3491, 10.2296, 0.3882, 0.0, 0.0, 0.0, 0.965, 0.5755, 0.3578, 0.6207, 0.5554, 20.3814, 2.75, 0.3795
