Start Index, End Index, Length
0, 1253, 1254
1254, 2505, 1252
2506, 3757, 1252
3758, 5009, 1252
5010, 6261, 1252
6262, 7513, 1252
7514, 8766, 1253
8767, 10018, 1252
10019, 11270, 1252
11271, 12522, 1252
12523, 13774, 1252
13775, 15026, 1252
15027, 16277, 1251
16278, 17529, 1252
17530, 18781, 1252
18782, 20033, 1252
20034, 21285, 1252
21286, 22537, 1252
22538, 23789, 1252
23790, 25042, 1253
25043, 26293, 1251
26294, 27545, 1252
27546, 28798, 1253
28799, 30048, 1250
30049, 31300, 1252
31301, 32552, 1252
32553, 33804, 1252
33805, 35056, 1252
35057, 36309, 1253
36310, 37561, 1252
37562, 38813, 1252
38814, 40064, 1251
40065, 41316, 1252
41317, 42567, 1251
42568, 43820, 1253
43821, 45070, 1250
45071, 46323, 1253
46324, 47572, 1249
47573, 48825, 1253
48826, 50077, 1252
50078, 51331, 1254
51332, 52580, 1249
52581, 53832, 1252
53833, 55084, 1252
55085, 56336, 1252
56337, 57589, 1253
57590, 58841, 1252
58842, 60093, 1252
60094, 61341, 1248
61342, 62594, 1253
62595, 63845, 1251
63846, 65097, 1252
65098, 66349, 1252
66350, 67583, 1234
67584, 68836, 1253
68837, 70087, 1251
70088, 71338, 1251
71339, 72591, 1253
72592, 73842, 1251
73843, 75086, 1244
75087, 76345, 1259
76346, 77597, 1252
77598, 78850, 1253
78851, 80103, 1253
80104, 81356, 1253
81357, 82608, 1252
82609, 83862, 1254
83863, 85116, 1254
85117, 86368, 1252
86369, 87621, 1253
87622, 88877, 1256
88878, 90129, 1252
90130, 91381, 1252
91382, 92634, 1253
92635, 93888, 1254
93889, 95140, 1252
95141, 96392, 1252
96393, 97646, 1254
97647, 98899, 1253
98900, 100153, 1254
100154, 101405, 1252
101406, 102659, 1254
102660, 103909, 1250
103910, 105163, 1254
105164, 106415, 1252
106416, 107667, 1252
107668, 108921, 1254
108922, 110175, 1254
110176, 111429, 1254
111430, 112679, 1250
112680, 113933, 1254
113934, 115185, 1252
115186, 116440, 1255
116441, 117690, 1250
117691, 118944, 1254
118945, 120169, 1225
120170, 121427, 1258
121428, 122667, 1240
122668, 123915, 1248
123916, 125166, 1251
125167, 126417, 1251
126418, 127669, 1252
127670, 128923, 1254
128924, 130173, 1250
130174, 131427, 1254
131428, 132679, 1252
132680, 133933, 1254
133934, 135187, 1254
135188, 136441, 1254
136442, 137692, 1251
137693, 138946, 1254
138947, 140198, 1252
140199, 141452, 1254
141453, 142704, 1252
142705, 143956, 1252
143957, 145209, 1253
145210, 146463, 1254
146464, 147715, 1252
147716, 148969, 1254
148970, 150221, 1252
