alphaPowerFP, alphaPowerP, betaByAlphaPlusThetaP, blinkFrequency, blinkDuration, freqFp_89_13_17, betaByAlpha, betaByTheta, betaByAlphaPlusThetaFP, smrPlusMidBetaByTheta, sampEn, betaPowerO, alphaThetaHarmonicLocking, alphaThetaPhaseSynchrony
1095.5, 1019.2, 0.0022, 0.0, 0.0, 0.0, 0.0304, 0.0024, 0.0022, 0.0467, 0.0087, 95.9123, 3.5, 0.6254
4.0964, 2.7994, 1.1753, 0.0, 0.0, 0.0, 2.0734, 2.3807, 1.0673, 1.0211, 0.7297, 20.7086, 2.75, 0.3874
20.0723, 2.2263, 0.6205, 1.0, 0.2344, 0.0, 1.1108, 1.429, 0.6249, 1.7849, 0.6862, 14.4262, 2.25, 0.4216
3.2879, 3.4587, 0.659, 2.0, 0.2148, 1.0, 1.1213, 2.6512, 0.7875, 3.9723, 0.6733, 13.8737, 2.0, 0.4395
2.3863, 2.7278, 0.6833, 0.0, 0.0, 0.0, 1.9194, 2.3018, 1.0416, 2.3575, 0.8063, 13.1909, 2.5, 0.3995
3.641, 2.8017, 0.5937, 0.0, 0.0, 0.0, 0.7878, 1.4236, 0.4947, 1.4112, 0.776, 15.917, 4.125, 0.4314
3.5542, 2.8089, 0.4948, 0.0, 0.0, 0.0, 1.1529, 0.5444, 0.3663, 0.6583, 0.5519, 16.3303, 2.5, 0.4022
8.6299, 4.6141, 0.4708, 0.0, 0.0, 0.0, 0.4785, 1.1804, 0.3404, 2.0343, 0.7142, 14.0107, 3.125, 0.4398
2.6434, 2.7113, 0.5132, 0.0, 0.0, 0.0, 1.1438, 3.0397, 0.8211, 4.8003, 0.788, 12.7731, 2.375, 0.3816
3.0512, 3.9267, 0.5051, 1.0, 0.2734, 0.0, 1.016, 1.4257, 0.575, 3.016, 0.7064, 11.9057, 2.75, 0.4073
2.0948, 3.209, 0.8761, 0.0, 0.0, 1.0, 1.6017, 1.6365, 0.8066, 1.5971, 0.7749, 14.38, 3.375, 0.4224
2.4194, 2.5513, 0.6981, 0.0, 0.0, 1.0, 1.3782, 1.0006, 0.5771, 1.1113, 0.7729, 12.7578, 2.0, 0.3644
3.7849, 2.4454, 0.8122, 0.0, 0.0, 1.0, 1.1438, 1.9988, 0.7272, 2.217, 0.7717, 13.7259, 2.125, 0.436
3.2153, 2.6744, 0.514, 1.0, 0.2148, 1.0, 1.3209, 1.404, 0.6772, 1.8089, 0.6979, 13.5288, 2.875, 0.4397
3.4211, 4.952, 0.3927, 0.0, 0.0, 0.0, 1.2468, 1.6407, 0.7078, 1.8268, 0.7787, 14.535, 1.625, 0.4321
2.7266, 3.1354, 0.5043, 1.0, 0.2539, 1.0, 1.7646, 2.6687, 1.0594, 2.1169, 0.7079, 15.8343, 2.75, 0.4341
4.5963, 3.4873, 0.633, 0.0, 0.0, 0.0, 0.8372, 1.6134, 0.551, 2.5515, 0.7884, 20.8314, 2.5, 0.3946
3.3322, 4.0361, 0.6942, 0.0, 0.0, 0.0, 1.317, 1.8747, 0.7708, 2.244, 0.7738, 20.1945, 2.25, 0.4125
2.0425, 2.9132, 0.8254, 0.0, 0.0, 1.0, 2.0405, 1.869, 0.9754, 2.1756, 0.7876, 17.768, 2.75, 0.3775
3.3265, 3.4084, 0.6786, 0.0, 0.0, 0.0, 1.4313, 2.8483, 0.9426, 4.5055, 0.8228, 17.6856, 2.375, 0.4425
3.2516, 2.5591, 0.7099, 0.0, 0.0, 0.0, 1.3261, 2.5404, 0.8712, 2.2507, 0.8113, 14.5906, 1.75, 0.3899
2.3194, 2.5774, 0.9492, 1.0, 0.332, 0.0, 1.6028, 1.7576, 0.8376, 1.9193, 0.7343, 14.7612, 1.875, 0.3688
1.9007, 2.6074, 0.6667, 0.0, 0.0, 0.0, 2.1094, 1.2941, 0.8016, 1.3766, 0.8245, 16.2829, 3.125, 0.3986
2.3626, 2.2329, 0.5964, 0.0, 0.0, 0.0, 1.8657, 4.3636, 1.2832, 2.4915, 0.8457, 14.5373, 4.625, 0.4475
2.1485, 2.1911, 0.8022, 0.0, 0.0, 0.0, 2.1101, 1.7735, 0.9629, 2.0745, 0.8272, 15.4321, 3.0, 0.4343
