alphaPowerFP, alphaPowerP, betaByAlphaPlusThetaP, blinkFrequency, blinkDuration, freqFp_89_13_17, betaByAlpha, betaByTheta, betaByAlphaPlusThetaFP, smrPlusMidBetaByTheta, sampEn, betaPowerO, alphaThetaHarmonicLocking, alphaThetaPhaseSynchrony
1585.9, 22589.0, 0.0018, 1.0, 0.2734, 0.0, 0.031, 0.0024, 0.0022, 0.0464, 0.0086, 36.4458, 2.625, 0.6452
5.8102, 10.1677, 0.6193, 0.0, 0.0, 0.0, 1.5574, 2.2754, 0.9241, 2.6275, 0.6312, 9.7736, 2.375, 0.409
4.9491, 7.7878, 0.339, 1.0, 0.4883, 0.0, 1.7085, 0.9525, 0.6011, 0.7864, 0.5821, 6.728, 2.25, 0.3982
5.5314, 10.6338, 0.4008, 0.0, 0.0, 0.0, 1.6004, 1.8187, 0.8475, 1.7965, 0.6939, 7.4277, 3.125, 0.4085
5.5935, 14.41, 0.2315, 0.0, 0.0, 0.0, 1.5423, 2.2298, 0.9101, 3.6753, 0.6286, 6.2813, 4.0, 0.4235
5.2276, 13.421, 0.2891, 1.0, 0.3125, 0.0, 1.3689, 1.9078, 0.7956, 2.5923, 0.6033, 7.6276, 2.5, 0.3939
4.0489, 7.6092, 0.4125, 0.0, 0.0, 0.0, 1.6038, 1.323, 0.7237, 1.6837, 0.6734, 9.4585, 2.625, 0.3935
6.6814, 8.0145, 0.3342, 0.0, 0.0, 0.0, 1.0447, 1.4014, 0.5971, 2.1233, 0.5358, 7.4498, 3.75, 0.4071
16.0576, 17.4678, 0.1782, 0.0, 0.0, 0.0, 0.4373, 0.0597, 0.0524, 0.1335, 0.4751, 10.3515, 5.0, 0.4159
4.306, 7.6625, 0.3458, 0.0, 0.0, 0.0, 1.5993, 2.6989, 0.9762, 2.8067, 0.6857, 7.833, 2.375, 0.4128
5.1365, 8.0601, 0.3354, 1.0, 0.332, 0.0, 1.5729, 1.531, 0.7718, 2.0182, 0.59, 6.4884, 3.0, 0.3798
7.467, 5.3289, 0.434, 0.0, 0.0, 0.0, 1.1089, 1.9021, 0.698, 1.7879, 0.6994, 8.3354, 2.875, 0.3661
8.4242, 13.5448, 0.2175, 0.0, 0.0, 0.0, 0.8502, 1.5141, 0.5442, 2.6627, 0.6673, 9.1178, 3.5, 0.4156
6.7197, 14.942, 0.1489, 2.0, 0.5469, 0.0, 0.9509, 1.1233, 0.513, 1.5011, 0.579, 7.2695, 5.5, 0.4402
7.9738, 16.4063, 0.2466, 0.0, 0.0, 0.0, 1.2046, 1.3627, 0.6306, 1.7681, 0.6501, 7.721, 2.375, 0.4183
7.7508, 16.9137, 0.1932, 0.0, 0.0, 0.0, 1.1388, 1.3465, 0.6167, 2.4982, 0.6192, 8.7825, 1.625, 0.4115
9.0753, 16.9617, 0.2272, 1.0, 0.293, 0.0, 1.2042, 1.4947, 0.6601, 2.4679, 0.5743, 8.3348, 3.375, 0.4284
6.4149, 7.1484, 0.2926, 1.0, 0.2539, 0.0, 1.2991, 2.0485, 0.7936, 3.2545, 0.6265, 8.5018, 2.5, 0.3686
5.3925, 10.1819, 0.3448, 0.0, 0.0, 0.0, 1.5483, 2.5287, 0.9586, 3.5242, 0.69, 8.0518, 3.0, 0.3668
5.5257, 11.6668, 0.2861, 0.0, 0.0, 0.0, 1.9494, 2.0228, 0.9851, 2.1904, 0.6433, 7.9895, 2.25, 0.37
5.8686, 15.7681, 0.1632, 2.0, 0.625, 0.0, 1.162, 1.1677, 0.5821, 1.5478, 0.5773, 8.1122, 3.375, 0.3887
4.3955, 5.0811, 0.4628, 0.0, 0.0, 0.0, 1.6904, 2.0604, 0.9285, 2.1888, 0.6589, 7.6049, 3.375, 0.45
6.5241, 9.4338, 0.3226, 1.0, 0.3516, 0.0, 1.9308, 1.6182, 0.8668, 1.7916, 0.5616, 6.6848, 2.875, 0.3968
6.0558, 14.6262, 0.2498, 0.0, 0.0, 0.0, 1.3493, 2.8854, 0.9185, 4.3964, 0.6998, 7.3827, 3.0, 0.3951
11.7487, 19.0439, 0.2454, 0.0, 0.0, 0.0, 0.9487, 2.1546, 0.6478, 4.1557, 0.6624, 8.2271, 4.5, 0.4446
