Start Index, End Index, Length
0, 1252, 1253
1253, 2505, 1253
2506, 3755, 1250
3756, 5007, 1252
5008, 6259, 1252
6260, 7511, 1252
7512, 8763, 1252
8764, 10014, 1251
10015, 11266, 1252
11267, 12518, 1252
12519, 13770, 1252
13771, 15022, 1252
15023, 16274, 1252
16275, 17527, 1253
17528, 18777, 1250
18778, 20029, 1252
20030, 21281, 1252
21282, 22533, 1252
22534, 23785, 1252
23786, 25038, 1253
25039, 26288, 1250
26289, 27542, 1254
27543, 28792, 1250
28793, 30044, 1252
30045, 31296, 1252
31297, 32547, 1251
32548, 33799, 1252
33800, 35051, 1252
35052, 36301, 1250
36302, 37553, 1252
37554, 38804, 1251
38805, 40056, 1252
40057, 41306, 1250
41307, 42558, 1252
42559, 43810, 1252
43811, 45063, 1253
45064, 46315, 1252
46316, 47567, 1252
47568, 48817, 1250
48818, 50069, 1252
50070, 51322, 1253
51323, 52574, 1252
52575, 53826, 1252
53827, 55078, 1252
55079, 56328, 1250
56329, 57580, 1252
57581, 58831, 1251
58832, 60083, 1252
60084, 61335, 1252
61336, 62587, 1252
62588, 63837, 1250
63838, 65090, 1253
65091, 66340, 1250
66341, 67592, 1252
67593, 68844, 1252
68845, 70096, 1252
70097, 71348, 1252
71349, 72601, 1253
72602, 73853, 1252
73854, 75103, 1250
75104, 76355, 1252
76356, 77607, 1252
77608, 78859, 1252
78860, 80110, 1251
80111, 81360, 1250
81361, 82612, 1252
82613, 83862, 1250
83863, 85115, 1253
85116, 86368, 1253
86369, 87619, 1251
87620, 88869, 1250
88870, 90123, 1254
90124, 91375, 1252
91376, 92627, 1252
92628, 93881, 1254
93882, 95133, 1252
95134, 96385, 1252
96386, 97639, 1254
97640, 98891, 1252
98892, 100144, 1253
100145, 101418, 1274
101419, 102670, 1252
102671, 103921, 1251
103922, 105173, 1252
105174, 106425, 1252
106426, 107679, 1254
107680, 108931, 1252
108932, 110182, 1251
110183, 111436, 1254
111437, 112688, 1252
112689, 113942, 1254
113943, 115192, 1250
115193, 116444, 1252
116445, 117698, 1254
117699, 118952, 1254
118953, 120202, 1250
120203, 121455, 1253
121456, 122705, 1250
122706, 123957, 1252
123958, 125211, 1254
125212, 126461, 1250
126462, 127714, 1253
127715, 128968, 1254
128969, 130220, 1252
130221, 131472, 1252
131473, 132724, 1252
132725, 133976, 1252
133977, 135230, 1254
135231, 136484, 1254
136485, 137736, 1252
137737, 138989, 1253
138990, 140239, 1250
140240, 141493, 1254
141494, 142743, 1250
142744, 143995, 1252
143996, 145247, 1252
145248, 146499, 1252
146500, 147751, 1252
147752, 149003, 1252
149004, 150255, 1252
