Label, Score
Score, 0.0
Score, 60.27601615417105
Score, 1.7000228334161034
Score, 3.1768450007459994
Score, 8.88863139364432
Score, 3.941890061990326
Score, 86.63933692107314
Score, 65.89964249126636
Score, 82.45073447545461
Score, 96.47044117639231
Score, 1.632008865518057
Score, 92.12694700750414
Score, 88.88549384502943
Score, 1.2391135913085187
Score, 70.1540405214775
Score, 2.241707794344104
Score, 4.346767854421482
Score, 0.12113068627551735
Score, 0.45496145085437056
Score, 2.123252305320115
Score, 1.5025002161384229
Score, 5.674278381335231
Score, 1.1595784552903288
Score, 2.9506481536747153
Score, 1.674840742018218
Concentration Duration (Seconds) out of 125, 40
Average Score (0-100), 27.429233215146574
Sustain Rate (%), 32.0
Game Score, 3257.3414407481378
