Label, Score
Score, 4.6505556006180705E-257
Score, 96.50242359006641
Score, 12.261747631387959
Score, 12.237624986510456
Score, 98.36188104846445
Score, 96.52988865398878
Score, 71.14533422961092
Score, 78.69374939082489
Score, 98.08918537540002
Score, 17.502734214353243
Score, 97.70219030392155
Score, 87.67642251981346
Score, 95.64699331911348
Score, 44.66244932109141
Score, 94.40931031731205
Score, 56.35361017655865
Score, 96.72357799968056
Score, 97.87366425265228
Score, 98.64253583690099
Score, 98.96434407613725
Score, 95.98644824588838
Score, 7.012004882120329
Score, 98.48432894476747
Score, 99.62545009575858
Score, 98.92210538342023
Concentration Duration (Seconds) out of 125, 100
Average Score (0-100), 74.00040019182978
Sustain Rate (%), 80.0
Game Score, 9053.99357712123
