Start Index, End Index, Length
0, 1252, 1253
1253, 2504, 1252
2505, 3754, 1250
3755, 5006, 1252
5007, 6257, 1251
6258, 7507, 1250
7508, 8759, 1252
8760, 10011, 1252
10012, 11263, 1252
11264, 12515, 1252
12516, 13766, 1251
13767, 15018, 1252
15019, 16268, 1250
16269, 17520, 1252
17521, 18771, 1251
18772, 20021, 1250
20022, 21273, 1252
21274, 22525, 1252
22526, 23777, 1252
23778, 25029, 1252
25030, 26280, 1251
26281, 27532, 1252
27533, 28782, 1250
28783, 30034, 1252
30035, 31286, 1252
31287, 32539, 1253
32540, 33789, 1250
33790, 35041, 1252
35042, 36293, 1252
36294, 37543, 1250
37544, 38796, 1253
38797, 40048, 1252
40049, 41298, 1250
41299, 42550, 1252
42551, 43800, 1250
43801, 45053, 1253
45054, 46303, 1250
46304, 47555, 1252
47556, 48807, 1252
48808, 50059, 1252
50060, 51312, 1253
51313, 52562, 1250
52563, 53814, 1252
53815, 55066, 1252
55067, 56316, 1250
56317, 57569, 1253
57570, 58821, 1252
58822, 60071, 1250
60072, 61323, 1252
61324, 62575, 1252
62576, 63826, 1251
63827, 65078, 1252
65079, 66328, 1250
66329, 67580, 1252
67581, 68832, 1252
68833, 70084, 1252
70085, 71335, 1251
71336, 72587, 1252
72588, 73839, 1252
73840, 75091, 1252
75092, 76343, 1252
76344, 77597, 1254
77598, 78849, 1252
78850, 80100, 1251
80101, 81354, 1254
