Label, Score
Score, 0.0
Score, 97.71944727698828
Score, 99.09972165975896
Score, 97.42675389679162
Score, 98.59123621721076
Score, 98.84239571788812
Score, 98.98621891050429
Score, 95.65123402158005
Score, 97.6128625578568
Score, 96.88250721455286
Score, 69.41545406895905
Score, 98.75822595110971
Score, 96.94030254809998
Score, 98.23493474674139
Score, 78.37448442726111
Score, 99.2228070139211
Score, 95.63153390257997
Score, 98.07917081300621
Score, 99.05259608420954
Score, 98.04052868964152
Score, 89.69638001460186
Score, 96.66361896729681
Score, 99.40127368791816
Score, 0.1085180256800423
Score, 96.81643015831422
Concentration Duration (Seconds) out of 125, 115
Average Score (0-100), 87.80994546289891
Sustain Rate (%), 92.0
Game Score, 10975.809110759641
