Label, Score
Score, 2.98137669943884E-271
Score, 3.5373245649513754
Score, 3.0567988373396027E-27
Score, 61.25863836470315
Score, 92.403792799657
Score, 93.68887153898663
Score, 97.11267282046268
Score, 98.83606208848136
Score, 87.29455080013823
Score, 3.599687790361434E-34
Score, 9.828533057569302E-31
Score, 52.82509265311903
Score, 82.43212113965762
Score, 80.02748388086623
Score, 1.5746508762910367E-51
Score, 2.4838225914182606E-5
Score, 7.318283995990608E-7
Score, 14.496698060734802
Score, 68.90555928563981
Score, 93.83008320337584
Score, 1.4680311731316996E-17
Score, 84.25236441443889
Score, 86.05349605006856
Score, 85.49640621350426
Score, 98.63185034622839
Concentration Duration (Seconds) out of 125, 75
Average Score (0-100), 51.243323751802734
Sustain Rate (%), 60.0
Game Score, 6333.279276192377
