alphaPowerFP, alphaPowerP, betaByAlphaPlusThetaP, blinkFrequency, blinkDuration, freqFp_89_13_17, betaByAlpha, betaByTheta, betaByAlphaPlusThetaFP, smrPlusMidBetaByTheta, sampEn, betaPowerO, alphaThetaHarmonicLocking, alphaThetaPhaseSynchrony
2699.0, 1955.8, 0.0051, 1.0, 0.0, 0.0, 0.2094, 0.0255, 0.0227, 0.1221, 0.0145, 34.6626, 1.5, 0.3192
14.9443, 29.0439, 0.0469, 1.0, 0.1172, 0.0, 0.3117, 0.1318, 0.0925, 0.4926, 0.3785, 1.2112, 3.5, 0.3863
21.5628, 32.515, 0.2553, 0.0, 0.0, 0.0, 1.229, 1.2664, 0.6189, 1.0584, 0.5925, 5.4973, 1.0, 0.2895
27.0802, 20.8042, 0.1262, 0.0, 0.0, 0.0, 1.4526, 0.736, 0.4883, 0.9136, 0.1922, 4.5022, 1.0, 0.3736
31.9381, 31.5003, 0.2283, 0.0, 0.0, 0.0, 0.8583, 0.4481, 0.2944, 0.6959, 0.3835, 7.4532, 5.0, 0.3969
13.289, 29.5621, 0.1993, 0.0, 0.0, 0.0, 2.1735, 1.3309, 0.8248, 1.1752, 0.4387, 4.9255, 2.0, 0.3742
51.0619, 152.2192, 0.0771, 0.0, 0.0, 0.0, 0.3137, 0.6229, 0.2074, 1.0291, 0.4368, 172.7136, 3.625, 0.3771
36.2777, 70.5349, 0.122, 0.0, 0.0, 0.0, 0.5292, 0.3883, 0.2239, 0.6648, 0.445, 5.5337, 1.5, 0.4191
20.4471, 30.6242, 0.2224, 0.0, 0.0, 0.0, 0.8731, 0.3914, 0.2702, 0.6327, 0.4931, 3.0769, 2.75, 0.391
35.694, 72.999, 0.1397, 1.0, 0.459, 0.0, 1.2398, 0.2795, 0.221, 0.6234, 0.1799, 7.5323, 2.625, 0.3743
138.8945, 173.1047, 0.108, 0.0, 0.0, 0.0, 0.5599, 0.2598, 0.1771, 0.4051, 0.1509, 212.9485, 2.125, 0.4087
42.0251, 33.2375, 0.1423, 1.0, 0.1758, 0.0, 1.0077, 0.7435, 0.4232, 1.2458, 0.2405, 6.5461, 1.875, 0.4132
18.8521, 16.399, 0.3804, 1.0, 0.0, 0.0, 1.6902, 0.9615, 0.6128, 1.6282, 0.5286, 4.3752, 2.375, 0.3747
17.9835, 29.6956, 0.2103, 0.0, 0.0, 0.0, 1.1196, 1.4964, 0.6347, 2.9843, 0.5355, 4.1333, 3.125, 0.3908
73.0608, 166.308, 0.147, 1.0, 0.5273, 0.0, 0.8312, 0.434, 0.2661, 1.1426, 0.2108, 10.5836, 2.25, 0.4061
133.5987, 121.7872, 0.4986, 1.0, 0.1367, 0.0, 1.299, 0.7125, 0.4593, 1.6031, 0.1699, 3.398, 3.375, 0.4156
87.7927, 124.4272, 0.6524, 0.0, 0.0, 0.0, 1.0868, 1.2197, 0.5743, 1.9231, 0.1533, 2.3104, 2.5, 0.3971
163.9027, 199.0316, 0.155, 0.0, 0.0, 0.0, 0.4613, 0.3414, 0.1961, 0.7288, 0.1922, 17.7295, 2.875, 0.4048
15.9178, 25.3352, 0.2305, 0.0, 0.0, 0.0, 2.1257, 0.49, 0.3777, 0.2565, 0.4497, 1.3183, 2.375, 0.4035
15.6687, 34.0454, 0.2797, 0.0, 0.0, 0.0, 1.4251, 1.0352, 0.5984, 1.1323, 0.491, 1.45, 3.125, 0.3948
50.1025, 41.5546, 0.1802, 2.0, 0.1602, 0.0, 1.4315, 1.2419, 0.6642, 1.4425, 0.4884, 1.9574, 2.125, 0.4025
57.4588, 54.9287, 0.2659, 0.0, 0.0, 0.0, 1.478, 0.3009, 0.25, 0.3393, 0.4155, 2.2921, 2.0, 0.4133
64.4088, 202.3545, 0.2878, 1.0, 0.4297, 0.0, 1.4742, 0.5822, 0.4173, 1.0314, 0.4575, 2.6748, 4.125, 0.4752
145.8384, 198.2237, 0.3154, 0.0, 0.0, 0.0, 1.3213, 0.511, 0.3551, 1.0545, 0.255, 3.9024, 2.875, 0.3828
30.6459, 27.4194, 0.3059, 0.0, 0.0, 0.0, 2.3436, 0.7857, 0.5831, 0.7955, 0.3975, 2.4214, 1.75, 0.3762
