Start Index, End Index, Length
0, 1252, 1253
1253, 2504, 1252
2505, 3755, 1251
3756, 5007, 1252
5008, 6259, 1252
6260, 7511, 1252
7512, 8761, 1250
8762, 10013, 1252
10014, 11264, 1251
11265, 12516, 1252
12517, 13768, 1252
13769, 15020, 1252
15021, 16272, 1252
16273, 17524, 1252
17525, 18777, 1253
18778, 20027, 1250
20028, 21279, 1252
21280, 22531, 1252
22532, 23783, 1252
23784, 25035, 1252
25036, 26286, 1251
26287, 27538, 1252
27539, 28790, 1252
28791, 30040, 1250
30041, 31292, 1252
31293, 32545, 1253
32546, 33797, 1252
33798, 35049, 1252
35050, 36299, 1250
36300, 37551, 1252
37552, 38803, 1252
38804, 40056, 1253
40057, 41308, 1252
41309, 42558, 1250
42559, 43810, 1252
43811, 45062, 1252
45063, 46313, 1251
46314, 47565, 1252
47566, 48817, 1252
48818, 50067, 1250
50068, 51319, 1252
51320, 52572, 1253
52573, 53822, 1250
53823, 55076, 1254
55077, 56326, 1250
56327, 57576, 1250
57577, 58828, 1252
58829, 60080, 1252
60081, 61332, 1252
61333, 62583, 1251
62584, 63835, 1252
63836, 65087, 1252
65088, 66337, 1250
66338, 67591, 1254
67592, 68841, 1250
68842, 70094, 1253
70095, 71344, 1250
71345, 72596, 1252
72597, 73848, 1252
73849, 75100, 1252
75101, 76352, 1252
76353, 77606, 1254
77607, 78859, 1253
78860, 80113, 1254
80114, 81363, 1250
81364, 82617, 1254
82618, 83871, 1254
83872, 85123, 1252
85124, 86377, 1254
86378, 87629, 1252
87630, 88881, 1252
88882, 90134, 1253
90135, 91388, 1254
91389, 92640, 1252
92641, 93890, 1250
93891, 95142, 1252
95143, 96394, 1252
96395, 97648, 1254
97649, 98901, 1253
98902, 100153, 1252
100154, 101407, 1254
101408, 102659, 1252
102660, 103913, 1254
103914, 105167, 1254
105168, 106417, 1250
106418, 107669, 1252
107670, 108920, 1251
108921, 110174, 1254
110175, 111426, 1252
111427, 112678, 1252
112679, 113932, 1254
113933, 115184, 1252
115185, 116436, 1252
116437, 117690, 1254
117691, 118943, 1253
118944, 120195, 1252
120196, 121447, 1252
121448, 122701, 1254
122702, 123953, 1252
123954, 125205, 1252
125206, 126457, 1252
126458, 127711, 1254
127712, 128963, 1252
128964, 130216, 1253
130217, 131470, 1254
131471, 132722, 1252
132723, 133974, 1252
133975, 135226, 1252
135227, 136478, 1252
136479, 137729, 1251
137730, 138983, 1254
138984, 140235, 1252
140236, 141487, 1252
141488, 142739, 1252
142740, 143993, 1254
143994, 145245, 1252
145246, 146495, 1250
146496, 147750, 1255
147751, 149002, 1252
149003, 150256, 1254
