alphaPowerFP, alphaPowerP, betaByAlphaPlusThetaP, blinkFrequency, blinkDuration, freqFp_89_13_17, betaByAlpha, betaByTheta, betaByAlphaPlusThetaFP, smrPlusMidBetaByTheta, sampEn, betaPowerO, alphaThetaHarmonicLocking, alphaThetaPhaseSynchrony
20.1495, 7693.7, 0.0018, 0.0, 0.0, 0.0, 0.4271, 0.0461, 0.0416, 0.0781, 0.0327, 67.2244, 2.375, 0.4151
7.987, 25.296, 0.6939, 1.0, 0.2539, 0.0, 0.9676, 1.2508, 0.5331, 1.4389, 0.6328, 161.8389, 5.375, 0.4391
10.9934, 35.5684, 0.6935, 1.0, 0.2734, 0.0, 0.9914, 1.5935, 0.6106, 3.5136, 0.6506, 228.9001, 4.625, 0.4582
6.4849, 45.1266, 0.489, 1.0, 0.332, 0.0, 1.3442, 1.1523, 0.6197, 1.821, 0.5925, 244.4956, 3.375, 0.4831
5.1319, 41.6803, 0.581, 0.0, 0.0, 0.0, 1.8863, 2.3492, 1.0461, 3.1408, 0.6871, 232.7335, 1.875, 0.4545
8.7879, 25.2762, 1.0753, 1.0, 0.293, 0.0, 1.4536, 1.7038, 0.7833, 4.0015, 0.673, 260.0605, 2.25, 0.3992
6.479, 28.193, 0.6325, 0.0, 0.0, 0.0, 1.4081, 1.6958, 0.7557, 1.7962, 0.6913, 171.459, 4.0, 0.4644
10.4404, 28.0685, 0.7936, 0.0, 0.0, 0.0, 0.9125, 1.8726, 0.6097, 3.261, 0.6515, 223.9947, 2.25, 0.4258
10.2897, 31.75, 0.5628, 1.0, 0.293, 0.0, 1.2784, 1.1674, 0.6096, 1.5659, 0.6255, 195.4662, 4.125, 0.4078
7.5939, 30.4149, 0.8225, 1.0, 0.332, 0.0, 1.8823, 3.1625, 1.1798, 4.6381, 0.6687, 237.9331, 4.125, 0.4372
10.6352, 21.3041, 0.668, 0.0, 0.0, 0.0, 0.8355, 1.5169, 0.5366, 4.009, 0.725, 144.1509, 2.5, 0.3912
22.2187, 34.2212, 1.3685, 0.0, 0.0, 0.0, 1.586, 4.9102, 1.1794, 7.3561, 0.6993, 223.1155, 3.0, 0.3956
16.1202, 47.8815, 0.7502, 1.0, 0.293, 0.0, 0.9062, 2.8502, 0.676, 4.1096, 0.7026, 252.3525, 2.875, 0.417
17.1312, 24.1331, 1.0642, 0.0, 0.0, 0.0, 0.9524, 2.4864, 0.6886, 3.8978, 0.7111, 209.8282, 4.75, 0.4541
10.7015, 29.3323, 0.5737, 0.0, 0.0, 0.0, 0.8727, 1.6675, 0.5637, 3.2157, 0.7229, 150.016, 2.125, 0.4553
12.0563, 37.1531, 0.811, 0.0, 0.0, 0.0, 1.5051, 2.3717, 0.9207, 3.5282, 0.6821, 248.3183, 2.375, 0.4071
5.7904, 37.7315, 0.4141, 1.0, 0.2539, 0.0, 1.2291, 0.9895, 0.542, 2.0735, 0.6273, 142.5421, 2.75, 0.4411
16.7047, 25.4983, 1.0775, 0.0, 0.0, 0.0, 1.1868, 2.3124, 0.7842, 5.8338, 0.7618, 180.2335, 1.5, 0.3932
21.5326, 32.2563, 1.2621, 0.0, 0.0, 0.0, 1.2733, 3.6732, 0.9379, 7.0219, 0.6494, 200.4075, 3.0, 0.4473
14.4441, 39.5713, 0.6667, 1.0, 0.2539, 0.0, 0.9375, 1.6979, 0.6038, 2.8481, 0.6571, 190.0802, 4.5, 0.4737
9.5709, 27.878, 0.933, 0.0, 0.0, 0.0, 1.5251, 2.0839, 0.8795, 2.5181, 0.7213, 220.4783, 2.0, 0.4407
14.5204, 27.7948, 1.2192, 0.0, 0.0, 0.0, 1.1993, 3.0224, 0.8585, 4.9525, 0.7747, 233.5279, 2.75, 0.4141
11.1487, 27.7816, 0.9143, 1.0, 0.2734, 0.0, 1.2128, 1.2666, 0.6145, 2.1332, 0.7144, 228.4632, 2.625, 0.4266
26.9354, 44.9619, 0.8278, 1.0, 0.293, 0.0, 1.0251, 3.2411, 0.7788, 4.8916, 0.6913, 251.2939, 2.375, 0.4529
7.0227, 31.7352, 0.8952, 0.0, 0.0, 0.0, 2.0827, 2.1289, 1.0493, 2.2862, 0.6809, 245.4057, 1.375, 0.3825
