alphaPowerFP, alphaPowerP, betaByAlphaPlusThetaP, blinkFrequency, blinkDuration, freqFp_89_13_17, betaByAlpha, betaByTheta, betaByAlphaPlusThetaFP, smrPlusMidBetaByTheta, sampEn, betaPowerO, alphaThetaHarmonicLocking, alphaThetaPhaseSynchrony
10341.0, 9712.9, 0.0018, 0.0, 0.0, 0.0, 0.0244, 0.0019, 0.0017, 0.0456, 0.0086, 553.4177, 3.75, 0.643
2.939, 17.2805, 0.2671, 0.0, 0.0, 0.0, 1.3459, 1.4129, 0.6821, 2.0279, 0.62, 6.3233, 2.375, 0.3736
7.1172, 16.2849, 0.0732, 0.0, 0.0, 0.0, 0.5784, 0.6725, 0.3096, 1.1508, 0.3138, 8.0753, 2.875, 0.4287
6.2106, 25.5214, 0.2215, 0.0, 0.0, 0.0, 0.9315, 1.0064, 0.4837, 1.6343, 0.5954, 6.5642, 2.25, 0.4635
8.29, 27.8742, 0.2371, 0.0, 0.0, 0.0, 0.7818, 2.3901, 0.5891, 3.868, 0.644, 6.418, 3.125, 0.4789
7.0933, 35.2139, 0.1642, 0.0, 0.0, 0.0, 0.6505, 1.5124, 0.4486, 1.7783, 0.6775, 6.0958, 1.375, 0.4027
7.9169, 23.4739, 0.2299, 0.0, 0.0, 0.0, 0.5999, 1.4376, 0.4201, 2.7797, 0.6627, 7.5044, 2.5, 0.4148
8.9611, 27.4085, 0.184, 0.0, 0.0, 0.0, 0.3937, 0.5815, 0.2343, 1.2252, 0.5824, 6.391, 2.125, 0.4488
7.0995, 14.2511, 0.5651, 0.0, 0.0, 0.0, 0.6546, 2.2529, 0.5023, 2.7654, 0.6812, 6.1685, 2.75, 0.3994
3.9902, 19.5712, 0.2557, 0.0, 0.0, 0.0, 0.9389, 1.2556, 0.5359, 1.6885, 0.4956, 6.1081, 3.0, 0.4277
11.2391, 39.2214, 0.1939, 0.0, 0.0, 0.0, 0.4975, 0.738, 0.2958, 1.3878, 0.439, 8.3345, 4.75, 0.4861
7.0112, 26.7936, 0.1842, 0.0, 0.0, 0.0, 0.736, 1.0367, 0.4279, 1.6218, 0.4437, 6.9419, 3.125, 0.4068
6.5746, 24.3086, 0.064, 0.0, 0.0, 0.0, 0.64, 0.2832, 0.1963, 0.4692, 0.3168, 7.1844, 4.25, 0.4727
6.1533, 16.2259, 0.233, 0.0, 0.0, 0.0, 0.7924, 1.1803, 0.4739, 1.8311, 0.6325, 5.645, 1.875, 0.3921
5.2431, 24.8507, 0.2081, 0.0, 0.0, 0.0, 0.5891, 1.0827, 0.3809, 2.0512, 0.6347, 5.8934, 1.5, 0.3749
7.2966, 14.3254, 0.3225, 0.0, 0.0, 0.0, 0.6041, 0.8233, 0.3484, 1.5685, 0.6597, 6.7361, 1.5, 0.37
3.1592, 16.4846, 0.3225, 0.0, 0.0, 0.0, 1.3907, 0.9816, 0.5753, 1.2777, 0.6039, 6.4188, 3.125, 0.4754
3.945, 9.1122, 0.4039, 0.0, 0.0, 0.0, 1.0463, 0.9653, 0.5011, 1.7219, 0.6277, 5.5671, 3.875, 0.4347
10.0413, 21.8207, 0.2468, 0.0, 0.0, 0.0, 0.3741, 0.7805, 0.2525, 1.9648, 0.6113, 5.0021, 2.875, 0.4007
7.763, 11.7816, 0.2399, 0.0, 0.0, 0.0, 0.4778, 0.6352, 0.2719, 1.3794, 0.6326, 6.6462, 3.625, 0.4547
7.295, 21.8658, 0.1727, 0.0, 0.0, 0.0, 0.5312, 1.299, 0.3769, 2.1123, 0.6, 4.8235, 2.75, 0.4352
6.251, 11.3363, 0.2683, 0.0, 0.0, 0.0, 0.6726, 1.2681, 0.4395, 2.0609, 0.5899, 5.3652, 1.875, 0.3891
5.9388, 14.1174, 0.3096, 0.0, 0.0, 0.0, 0.7974, 1.4582, 0.5153, 2.5198, 0.6299, 6.5712, 2.0, 0.4895
4.1108, 11.2899, 0.2934, 0.0, 0.0, 0.0, 0.9511, 1.8091, 0.6233, 2.4757, 0.6247, 5.14, 2.0, 0.4096
5.8311, 25.9708, 0.2198, 0.0, 0.0, 0.0, 0.8349, 1.5988, 0.5481, 2.1707, 0.6103, 6.6437, 1.625, 0.3904
4.8919, 22.2078, 0.2991, 0.0, 0.0, 0.0, 0.852, 1.9815, 0.5924, 3.3676, 0.6358, 6.4734, 2.75, 0.4526
5.9226, 11.781, 0.3256, 0.0, 0.0, 0.0, 0.8088, 1.0712, 0.4595, 1.7156, 0.5613, 4.8773, 1.875, 0.4327
7.1833, 17.1452, 0.2964, 0.0, 0.0, 0.0, 0.5485, 0.8951, 0.3393, 1.6906, 0.6277, 7.3409, 3.375, 0.4472
10.1937, 23.8499, 0.2109, 0.0, 0.0, 0.0, 0.4553, 1.0392, 0.3164, 2.1166, 0.6194, 5.6302, 2.375, 0.4321
6.166, 14.3636, 0.2376, 0.0, 0.0, 0.0, 0.6869, 0.829, 0.3754, 1.1676, 0.5848, 4.8289, 2.625, 0.4164
6.0701, 25.3203, 0.178, 0.0, 0.0, 0.0, 0.832, 1.2874, 0.5043, 2.1091, 0.6294, 6.4313, 2.875, 0.4422
3.472, 7.1947, 0.4169, 0.0, 0.0, 0.0, 0.7264, 0.7531, 0.369, 1.5691, 0.6191, 5.1729, 1.25, 0.4264
5.2622, 9.7307, 0.3475, 0.0, 0.0, 0.0, 0.8572, 1.7698, 0.5698, 2.3475, 0.6506, 5.1069, 2.375, 0.3964
6.706, 18.402, 0.1822, 0.0, 0.0, 0.0, 0.6145, 1.1151, 0.3937, 1.3481, 0.6205, 5.1374, 1.75, 0.4011
