alphaPowerFP, alphaPowerP, betaByAlphaPlusThetaP, blinkFrequency, blinkDuration, freqFp_89_13_17, betaByAlpha, betaByTheta, betaByAlphaPlusThetaFP, smrPlusMidBetaByTheta, sampEn, betaPowerO, alphaThetaHarmonicLocking, alphaThetaPhaseSynchrony
235.868, 19031.0, 0.0018, 0.0, 0.0, 0.0, 0.2846, 0.1146, 0.0804, 0.0483, 0.0316, 84.6639, 2.125, 0.5027
4.8717, 7.1123, 0.926, 0.0, 0.0, 0.0, 1.6233, 3.2664, 1.061, 6.3773, 0.6879, 12.0721, 2.75, 0.4415
6.4251, 6.0289, 1.0022, 0.0, 0.0, 0.0, 1.8318, 1.664, 0.8351, 2.711, 0.5817, 18.143, 1.25, 0.3853
4.535, 7.3728, 0.8975, 0.0, 0.0, 0.0, 2.4113, 2.1007, 1.1152, 1.8979, 0.7313, 12.8244, 1.875, 0.3947
3.6995, 6.7405, 0.9558, 0.0, 0.0, 0.0, 1.9707, 2.0927, 1.0031, 2.9672, 0.7779, 11.1349, 2.125, 0.4106
6.1583, 6.1381, 0.6837, 0.0, 0.0, 0.0, 1.3362, 0.8634, 0.4997, 1.8676, 0.7159, 11.9858, 2.75, 0.4375
4.3681, 5.3002, 1.0033, 0.0, 0.0, 0.0, 2.9728, 2.8997, 1.456, 3.1833, 0.7938, 12.9168, 1.625, 0.385
3.7556, 6.4982, 0.8932, 0.0, 0.0, 0.0, 2.0554, 1.6298, 0.909, 1.6747, 0.7975, 14.0311, 2.0, 0.4285
6.8426, 7.4261, 0.4606, 0.0, 0.0, 0.0, 1.9318, 1.6571, 0.8893, 2.003, 0.6516, 11.3165, 3.625, 0.4403
25.8465, 3.7611, 0.7274, 0.0, 0.0, 0.0, 0.9543, 0.62, 0.3754, 1.0593, 0.7094, 11.8192, 2.125, 0.4408
4.4374, 5.0788, 0.9471, 0.0, 0.0, 0.0, 2.5223, 3.0306, 1.3306, 2.0464, 0.8101, 13.1389, 2.0, 0.3576
3.3217, 4.8505, 0.9935, 0.0, 0.0, 0.0, 2.8869, 2.2705, 1.2692, 2.0406, 0.7628, 12.8629, 2.125, 0.4368
3.6905, 6.5068, 0.6919, 0.0, 0.0, 0.0, 2.2593, 3.2597, 1.3339, 4.0307, 0.7548, 11.336, 3.5, 0.4298
2.8342, 5.1096, 0.6549, 0.0, 0.0, 0.0, 3.1577, 1.3422, 0.9415, 1.3611, 0.7555, 10.1895, 3.125, 0.3908
5.0441, 9.7145, 0.7412, 1.0, 0.625, 0.0, 2.0966, 1.9155, 0.9998, 2.0949, 0.58, 12.3065, 2.625, 0.3885
4.0923, 5.1519, 0.6302, 0.0, 0.0, 0.0, 2.0716, 2.1775, 1.0595, 3.241, 0.6482, 10.7974, 2.5, 0.4169
6.3272, 4.38, 0.68, 0.0, 0.0, 0.0, 1.1774, 1.1717, 0.5848, 2.0372, 0.6359, 14.5355, 0.375, 0.3688
4.4747, 9.6442, 0.7516, 0.0, 0.0, 0.0, 1.8304, 2.6689, 1.0858, 2.3946, 0.7876, 11.2128, 1.875, 0.3965
3.4565, 8.2265, 1.0664, 0.0, 0.0, 0.0, 2.7114, 2.3273, 1.2521, 2.3528, 0.7856, 11.2004, 2.5, 0.3638
5.1839, 5.7826, 1.2534, 0.0, 0.0, 0.0, 2.0753, 1.5833, 0.8976, 1.9867, 0.7468, 11.3006, 2.875, 0.4327
5.4948, 4.7362, 0.6838, 0.0, 0.0, 0.0, 1.7369, 1.975, 0.9148, 2.3762, 0.7717, 12.1042, 4.125, 0.3645
5.8304, 5.734, 0.7412, 1.0, 0.3516, 0.0, 1.2514, 1.0765, 0.5783, 1.541, 0.7283, 9.9654, 3.375, 0.4277
4.8839, 6.0834, 0.6217, 0.0, 0.0, 0.0, 1.2951, 1.4874, 0.6779, 2.0801, 0.7517, 7.7526, 1.375, 0.3954
5.6064, 7.0809, 0.7635, 0.0, 0.0, 0.0, 1.3566, 1.7479, 0.7622, 1.9741, 0.8043, 9.8524, 4.125, 0.414
6.2557, 7.5798, 0.7177, 0.0, 0.0, 0.0, 1.0552, 1.3387, 0.5855, 1.2372, 0.8031, 9.5138, 3.25, 0.466
