alphaPowerFP, alphaPowerP, betaByAlphaPlusThetaP, blinkFrequency, blinkDuration, freqFp_89_13_17, betaByAlpha, betaByTheta, betaByAlphaPlusThetaFP, smrPlusMidBetaByTheta, sampEn, betaPowerO, alphaThetaHarmonicLocking, alphaThetaPhaseSynchrony
117.4061, 588.9678, 0.0055, 1.0, 0.2539, 0.0, 0.1874, 0.021, 0.0188, 0.1118, 0.0844, 132.4304, 0.875, 0.3808
16.2135, 17.1981, 0.7286, 1.0, 0.332, 0.0, 0.9092, 2.665, 0.6774, 3.61, 0.5641, 36.2079, 2.875, 0.4151
10.7177, 15.9922, 0.5866, 0.0, 0.0, 0.0, 1.1426, 1.6953, 0.6799, 2.6833, 0.7593, 31.0969, 2.25, 0.4398
8.6198, 19.0779, 0.5799, 1.0, 0.4492, 0.0, 1.4911, 2.8092, 0.974, 4.9753, 0.727, 39.1707, 3.0, 0.3997
8.163, 8.515, 1.1768, 1.0, 0.3711, 0.0, 1.5581, 1.871, 0.85, 2.1885, 0.7487, 35.4406, 2.25, 0.3826
6.2358, 14.8866, 0.7109, 1.0, 0.3125, 0.0, 1.6896, 1.9869, 0.9097, 2.9948, 0.7445, 36.1331, 2.625, 0.3675
19.3618, 29.2334, 0.4499, 1.0, 0.2148, 0.0, 0.8107, 0.7646, 0.3935, 1.06, 0.6836, 34.5653, 1.0, 0.4015
12.7508, 12.4232, 0.8233, 1.0, 0.293, 0.0, 1.0104, 2.3351, 0.7039, 5.0526, 0.675, 36.0849, 2.875, 0.4186
12.3272, 21.7804, 0.6044, 1.0, 0.293, 0.0, 1.5095, 1.2514, 0.684, 1.8891, 0.5925, 34.5031, 2.75, 0.4286
30.3473, 25.6951, 0.5091, 1.0, 0.2148, 0.0, 0.7182, 0.164, 0.1335, 0.238, 0.5765, 39.982, 2.25, 0.4165
7.3136, 13.6324, 0.7802, 0.0, 0.0, 0.0, 1.8495, 3.9272, 1.255, 3.4974, 0.8035, 38.424, 3.0, 0.3948
13.3636, 14.1607, 0.6145, 0.0, 0.0, 0.0, 0.7491, 1.5742, 0.5074, 2.3237, 0.7692, 31.1073, 2.0, 0.3989
16.7859, 16.8706, 0.7016, 1.0, 0.293, 0.0, 0.7943, 0.5982, 0.3412, 0.8419, 0.7182, 35.7192, 3.125, 0.4236
8.4519, 14.7336, 0.5249, 1.0, 0.293, 0.0, 1.406, 1.4197, 0.7034, 1.3868, 0.7084, 39.6628, 3.0, 0.4414
10.7265, 19.2644, 0.5898, 2.0, 0.2246, 0.0, 1.2763, 1.9108, 0.7514, 2.4768, 0.6585, 31.4349, 1.5, 0.3849
12.7506, 27.4486, 0.484, 0.0, 0.0, 0.0, 1.0727, 1.0221, 0.5216, 1.8244, 0.6722, 37.6484, 4.25, 0.4306
27.8716, 28.5833, 0.5547, 0.0, 0.0, 0.0, 0.6963, 1.7128, 0.4948, 3.9613, 0.6625, 73.6846, 2.375, 0.4066
13.4723, 23.5745, 0.6677, 2.0, 0.2637, 0.0, 1.1582, 1.7715, 0.7002, 2.276, 0.6818, 44.2127, 2.125, 0.385
14.855, 13.7185, 0.5686, 3.0, 0.306, 0.0, 0.7162, 0.8803, 0.3949, 1.7519, 0.6159, 26.665, 2.0, 0.4002
8.7422, 23.0434, 0.5561, 0.0, 0.0, 0.0, 1.3582, 2.0011, 0.8091, 2.5201, 0.7834, 36.9063, 1.25, 0.3619
6.3762, 10.5659, 0.6766, 1.0, 0.2539, 0.0, 1.4394, 1.1841, 0.6476, 1.5816, 0.7245, 24.9647, 2.5, 0.3991
30.1334, 14.5915, 0.8104, 1.0, 0.2344, 0.0, 0.9845, 0.9983, 0.4907, 1.379, 0.7129, 29.456, 1.875, 0.3706
9.1404, 9.4521, 0.9385, 1.0, 0.1953, 0.0, 1.3461, 1.3341, 0.6654, 2.6759, 0.7639, 32.0406, 3.375, 0.4003
4.1218, 8.3222, 0.796, 1.0, 0.332, 0.0, 2.5747, 1.479, 0.9383, 1.5746, 0.7387, 26.9017, 2.125, 0.3906
9.3944, 9.9668, 0.815, 2.0, 0.2832, 0.0, 1.4392, 1.1469, 0.6281, 1.0628, 0.6866, 28.3761, 2.25, 0.3942
