alphaPowerFP, alphaPowerP, betaByAlphaPlusThetaP, blinkFrequency, blinkDuration, freqFp_89_13_17, betaByAlpha, betaByTheta, betaByAlphaPlusThetaFP, smrPlusMidBetaByTheta, sampEn, betaPowerO, alphaThetaHarmonicLocking, alphaThetaPhaseSynchrony
3113.7, 149.6545, 0.0083, 0.0, 0.0, 0.0, 0.027, 0.0021, 0.0019, 0.0457, 0.0093, 24.6763, 2.0, 0.5609
99944.0, 98025.0, 0.2708, 1.0, 0.2344, 0.0, 0.7731, 0.4195, 0.2719, 0.7845, 0.0127, 79253.0, 2.0, 0.408
31.1491, 14.1292, 0.5375, 3.0, 0.2083, 0.0, 0.6005, 0.4013, 0.2402, 0.9266, 0.4124, 14.5693, 2.75, 0.388
22.5038, 17.3517, 0.4594, 2.0, 0.0, 0.0, 0.5606, 0.1398, 0.1111, 0.323, 0.2997, 14.3491, 3.25, 0.4094
137.3576, 73.6142, 0.1925, 0.0, 0.0, 0.0, 0.2107, 0.1549, 0.0892, 0.4914, 0.3513, 21.7905, 1.875, 0.3703
80170.0, 79421.0, 0.2905, 0.0, 0.0, 0.0, 0.7953, 0.4669, 0.2942, 0.8604, 0.0048, 64704.0, 2.375, 0.2551
34.0325, 37.2519, 0.2308, 0.0, 0.0, 0.0, 0.2414, 0.1284, 0.0838, 0.249, 0.3761, 11.3087, 2.625, 0.3863
50.3631, 78.3268, 0.1717, 0.0, 0.0, 0.0, 0.1947, 0.5085, 0.1407, 0.7807, 0.5244, 15.0296, 1.875, 0.2713
63.6785, 70.9955, 0.1572, 0.0, 0.0, 0.0, 0.2046, 0.2343, 0.1091, 0.6485, 0.3674, 16.0193, 2.625, 0.2871
41.063, 77.988, 0.1169, 0.0, 0.0, 0.0, 0.1482, 0.2147, 0.0877, 0.4708, 0.5531, 15.3228, 1.75, 0.2302
46.9771, 60.5544, 0.1817, 0.0, 0.0, 0.0, 0.2591, 0.577, 0.1746, 1.05, 0.4135, 14.065, 3.375, 0.3095
29.2762, 77.765, 0.1366, 0.0, 0.0, 0.0, 0.2353, 0.5983, 0.1687, 1.1971, 0.4567, 12.4767, 1.25, 0.2794
39.0199, 45.3294, 0.2424, 0.0, 0.0, 0.0, 0.2282, 0.2931, 0.1236, 0.3534, 0.368, 15.114, 2.125, 0.2908
30.3911, 74.4543, 0.1212, 0.0, 0.0, 0.0, 0.3294, 0.3922, 0.179, 0.6925, 0.5471, 13.5669, 2.25, 0.283
25.8092, 84.1247, 0.1002, 0.0, 0.0, 0.0, 0.3608, 0.5361, 0.2156, 0.8126, 0.5099, 8.5719, 1.125, 0.2392
39.1817, 61.713, 0.1334, 0.0, 0.0, 0.0, 0.1994, 0.3092, 0.1205, 0.7334, 0.465, 11.3409, 1.5, 0.2561
48.0724, 26.7087, 0.1952, 0.0, 0.0, 0.0, 0.1494, 0.3653, 0.1057, 0.3892, 0.517, 14.302, 1.75, 0.2989
34.8883, 35.9158, 0.2567, 0.0, 0.0, 0.0, 0.2696, 0.2316, 0.1239, 0.4332, 0.3093, 12.6138, 2.625, 0.3645
34.161, 46.9616, 0.1673, 0.0, 0.0, 0.0, 0.312, 0.5104, 0.1936, 0.7549, 0.48, 12.8897, 1.25, 0.2393
40.1777, 79.2654, 0.096, 0.0, 0.0, 0.0, 0.227, 0.4654, 0.1525, 0.6754, 0.401, 10.0635, 1.625, 0.3608
24.1798, 23.9524, 0.2917, 0.0, 0.0, 0.0, 0.4821, 0.6087, 0.2587, 0.7648, 0.4781, 12.7606, 2.25, 0.2847
12382.0, 12232.0, 0.4701, 0.0, 0.0, 0.0, 0.8642, 1.0823, 0.4805, 2.2015, 0.0188, 10663.0, 2.0, 0.3251
27.7672, 48.7796, 0.1887, 0.0, 0.0, 0.0, 0.4063, 0.259, 0.158, 0.3975, 0.3265, 18.6145, 2.75, 0.3653
29.8416, 52.8466, 0.1982, 0.0, 0.0, 0.0, 0.3715, 0.5151, 0.2158, 0.7623, 0.4325, 12.8649, 2.5, 0.3154
38.5579, 62.8922, 0.1247, 0.0, 0.0, 0.0, 0.2753, 0.5366, 0.1815, 0.8271, 0.378, 11.5046, 1.125, 0.2991
