alphaPowerFP, alphaPowerP, betaByAlphaPlusThetaP, blinkFrequency, blinkDuration, freqFp_89_13_17, betaByAlpha, betaByTheta, betaByAlphaPlusThetaFP, smrPlusMidBetaByTheta, sampEn, betaPowerO, alphaThetaHarmonicLocking, alphaThetaPhaseSynchrony
87.6339, 4119.4, 0.0018, 0.0, 0.0, 0.0, 0.1195, 0.0137, 0.0123, 0.0498, 0.0099, 64.7499, 1.75, 0.5568
16.4074, 48.6542, 0.1021, 0.0, 0.0, 0.0, 0.4157, 0.4729, 0.219, 1.1992, 0.6265, 8.891, 2.25, 0.3148
13.1154, 27.2729, 0.1496, 0.0, 0.0, 0.0, 0.4255, 0.683, 0.2494, 1.4381, 0.6446, 10.5224, 3.0, 0.3031
13.2511, 24.2034, 0.174, 0.0, 0.0, 0.0, 0.4457, 0.6565, 0.2652, 1.2932, 0.6723, 10.6945, 1.875, 0.293
14.5083, 98.495, 0.0662, 0.0, 0.0, 0.0, 0.5046, 1.4834, 0.374, 1.7236, 0.6494, 14.5541, 2.0, 0.315
10.4649, 85.9467, 0.0661, 0.0, 0.0, 0.0, 0.5826, 0.8952, 0.3504, 1.5074, 0.6181, 14.5224, 2.25, 0.3301
9.8859, 54.0978, 0.12, 0.0, 0.0, 0.0, 0.6236, 0.63, 0.3131, 0.8357, 0.6314, 14.2584, 4.75, 0.3817
13.8951, 47.3362, 0.1174, 0.0, 0.0, 0.0, 0.5601, 0.5045, 0.265, 0.7794, 0.636, 11.2096, 3.0, 0.3056
8.8292, 43.5121, 0.1199, 0.0, 0.0, 0.0, 0.7768, 0.6854, 0.3569, 1.5377, 0.6777, 13.1456, 2.5, 0.2871
14.5481, 53.0837, 0.1117, 0.0, 0.0, 0.0, 0.4691, 0.4785, 0.2361, 0.7241, 0.6419, 13.3622, 1.375, 0.2818
14.0583, 45.0351, 0.1292, 0.0, 0.0, 0.0, 0.482, 0.5205, 0.2492, 1.1201, 0.6544, 14.0087, 1.125, 0.2489
13.8835, 37.3968, 0.1866, 0.0, 0.0, 0.0, 0.4571, 0.8874, 0.3015, 1.8329, 0.5768, 23.8651, 2.0, 0.3236
