Label, Score
Score, 4.844774134401437E-17
Score, 2.340325006054551E-9
Score, 88.95632074800197
Score, 0.8519729357019628
Score, 81.17981816702392
Score, 96.78527136334563
Score, 50.01450867990073
Score, 94.29703030334953
Score, 13.619107287422194
Score, 94.67491740352317
Score, 77.22960550244063
Score, 27.626796827825732
Score, 73.41480749445205
Score, 94.82717574676026
Score, 98.01220127017741
Score, 95.72904972550407
Score, 86.93838369519612
Score, 57.58088743049552
Score, 86.51785070936062
Score, 94.37845124890102
Score, 25.74177639859411
Score, 77.15109785992978
Score, 20.084779225337805
Score, 95.36110813184719
Score, 49.70609600045792
Concentration Duration (Seconds) out of 125, 90
Average Score (0-100), 63.227160566315575
Sustain Rate (%), 72.0
Game Score, 7551.697340080559
