alphaPowerFP, alphaPowerP, betaByAlphaPlusThetaP, blinkFrequency, blinkDuration, freqFp_89_13_17, betaByAlpha, betaByTheta, betaByAlphaPlusThetaFP, smrPlusMidBetaByTheta, sampEn, betaPowerO, alphaThetaHarmonicLocking, alphaThetaPhaseSynchrony
358.501, 1557.4, 0.0045, 3.0, 0.8854, 0.0, 0.2225, 0.0384, 0.0322, 0.1751, 0.0309, 72.9718, 1.75, 0.3441
20.9964, 14.5714, 0.3645, 6.0, 0.6348, 0.0, 1.1256, 0.7101, 0.4353, 1.0056, 0.347, 16.4704, 4.0, 0.4043
8.6256, 6.6983, 0.6873, 2.0, 0.2539, 0.0, 1.7592, 0.4498, 0.3581, 0.5688, 0.4963, 10.9352, 3.875, 0.4561
11.0378, 7.4859, 0.9255, 3.0, 0.2083, 0.0, 0.9908, 0.4914, 0.3285, 0.875, 0.5578, 13.961, 2.25, 0.3756
6.6114, 6.7611, 0.6576, 2.0, 0.2246, 0.0, 1.7168, 0.7141, 0.5027, 0.7668, 0.6274, 12.7809, 3.625, 0.4163
27.9519, 22.7562, 0.3237, 3.0, 0.7617, 0.0, 1.1354, 0.5178, 0.3556, 0.809, 0.4707, 31.1922, 2.625, 0.4232
9.5774, 12.4357, 0.4402, 1.0, 0.1953, 0.0, 1.7975, 0.4499, 0.3588, 0.5223, 0.4767, 17.2518, 1.0, 0.3893
21.0809, 11.7752, 0.466, 2.0, 0.3896, 0.0, 0.4939, 0.2413, 0.1614, 0.5274, 0.5289, 11.4587, 1.625, 0.4209
11.2907, 12.2492, 0.5989, 2.0, 0.2441, 0.0, 1.0624, 0.6786, 0.4139, 1.0036, 0.6135, 14.7433, 2.0, 0.4166
6.0173, 10.1342, 0.5351, 2.0, 0.2539, 0.0, 1.6201, 1.4149, 0.7545, 1.5529, 0.6808, 8.8916, 2.875, 0.4152
4.2399, 8.3484, 0.7418, 1.0, 0.293, 0.0, 2.8164, 2.1091, 1.2047, 2.7036, 0.7416, 11.6207, 3.125, 0.4129
4.2413, 5.1456, 1.5751, 1.0, 0.2734, 0.0, 2.4873, 2.0228, 1.1046, 2.5634, 0.7602, 11.9512, 3.0, 0.3905
7.2973, 16.8239, 0.2884, 1.0, 0.2539, 0.0, 0.8641, 1.6826, 0.5705, 2.5557, 0.7117, 7.0374, 2.875, 0.427
6.5186, 16.6133, 0.3853, 0.0, 0.0, 0.0, 1.1237, 2.2789, 0.7495, 2.3985, 0.8392, 9.4433, 4.5, 0.3936
5.4568, 10.7753, 0.6119, 1.0, 0.2344, 0.0, 1.8983, 3.1146, 1.1598, 4.3552, 0.7277, 11.0592, 2.0, 0.3923
4.2196, 11.1354, 0.4541, 1.0, 0.2539, 0.0, 1.7294, 1.9039, 0.9054, 2.2744, 0.732, 9.9029, 2.625, 0.3881
6.3471, 8.1293, 0.5511, 3.0, 0.2669, 0.0, 1.3708, 1.3208, 0.6701, 1.6668, 0.5604, 7.3254, 3.125, 0.4541
8.3089, 15.8306, 0.5143, 2.0, 0.3743, 0.0, 1.1379, 0.5989, 0.3848, 1.0301, 0.3902, 26.7146, 4.0, 0.4067
39.7517, 12.3519, 0.6378, 1.0, 0.293, 0.0, 0.5318, 0.3597, 0.2022, 0.0552, 0.4531, 27.7716, 2.75, 0.405
5.3332, 4.8587, 1.0084, 1.0, 0.2344, 0.0, 2.1673, 3.1187, 1.2385, 4.0039, 0.5819, 11.177, 2.25, 0.3903
12.0581, 5.4096, 0.1831, 2.0, 0.2051, 0.0, 0.8011, 0.1846, 0.1493, 0.3868, 0.2839, 9.6719, 3.25, 0.4307
19.5845, 12.0335, 0.1133, 3.0, 0.6608, 0.0, 0.9274, 0.7195, 0.4041, 1.2278, 0.355, 8.5113, 2.0, 0.4501
11.2544, 15.6158, 0.1521, 2.0, 0.4622, 0.0, 0.8619, 0.2256, 0.1788, 0.438, 0.3421, 9.9358, 4.125, 0.3908
3.0983, 7.8403, 0.4495, 1.0, 0.332, 1.0, 1.898, 2.2923, 1.0036, 2.8541, 0.7481, 7.312, 1.375, 0.3897
47.1554, 72.2739, 0.058, 3.0, 0.3125, 0.0, 0.4847, 0.2203, 0.1513, 0.4959, 0.187, 17.0563, 2.125, 0.4092
