alphaPowerFP, alphaPowerP, betaByAlphaPlusThetaP, blinkFrequency, blinkDuration, freqFp_89_13_17, betaByAlpha, betaByTheta, betaByAlphaPlusThetaFP, smrPlusMidBetaByTheta, sampEn, betaPowerO, alphaThetaHarmonicLocking, alphaThetaPhaseSynchrony
6846.8, 8685.8, 0.002, 2.0, 0.5078, 0.0, 0.0258, 0.002, 0.0018, 0.0454, 0.0087, 203.13, 2.875, 0.5894
51.8577, 9.6993, 0.6212, 1.0, 0.3711, 0.0, 0.4472, 0.2346, 0.1491, 0.874, 0.5054, 14.494, 2.375, 0.3707
22.9503, 21.1206, 0.2985, 1.0, 0.1758, 0.0, 1.3614, 1.2281, 0.6457, 1.5662, 0.5904, 13.3661, 4.875, 0.4307
8.8589, 15.3985, 0.2817, 1.0, 0.2344, 0.0, 1.9194, 0.838, 0.581, 1.3764, 0.6618, 14.7759, 3.25, 0.3666
8.8614, 11.1881, 0.6446, 1.0, 0.2734, 0.0, 1.8965, 0.7904, 0.5391, 0.7129, 0.6566, 14.7933, 3.0, 0.3559
8.142, 13.4389, 0.2551, 2.0, 0.2148, 0.0, 2.1298, 1.811, 0.9661, 2.6956, 0.6518, 14.0227, 4.5, 0.4064
11.2536, 13.8094, 0.5039, 1.0, 0.293, 0.0, 2.0732, 2.5063, 1.1253, 3.0821, 0.7414, 20.7206, 2.875, 0.4326
18.9351, 10.4449, 0.5405, 2.0, 0.3613, 0.0, 1.0746, 0.5362, 0.3249, 1.1629, 0.5581, 21.736, 2.5, 0.4091
51.1285, 10.2843, 0.5731, 1.0, 0.3125, 0.0, 1.1793, 0.2896, 0.2323, 0.4572, 0.4777, 17.0731, 1.75, 0.3945
9.8351, 19.3001, 0.3517, 2.0, 0.1953, 0.0, 1.828, 1.1529, 0.707, 1.3196, 0.4492, 16.8414, 2.875, 0.4501
21.7454, 17.0725, 0.3432, 1.0, 0.2148, 0.0, 1.1494, 1.987, 0.7207, 3.6739, 0.5235, 13.1585, 2.25, 0.3681
7.8081, 18.0526, 0.2461, 0.0, 0.0, 0.0, 2.1211, 1.9193, 0.9988, 2.3596, 0.499, 13.8644, 2.625, 0.378
13.7017, 12.838, 0.4328, 1.0, 0.2344, 0.0, 1.0664, 0.0779, 0.0726, 0.0938, 0.5226, 12.8926, 3.75, 0.4178
10.5258, 14.1221, 0.32, 1.0, 0.332, 0.0, 1.8545, 2.9838, 1.1418, 4.0988, 0.6729, 11.2305, 2.375, 0.3789
9.3781, 17.6844, 0.4169, 1.0, 0.2344, 0.0, 2.1102, 1.946, 1.0096, 2.5481, 0.6361, 14.2441, 3.625, 0.4007
9.2134, 14.57, 0.3391, 1.0, 0.2539, 0.0, 2.0479, 2.9725, 1.2051, 4.4315, 0.6535, 14.3255, 4.25, 0.3849
10.8111, 8.5788, 0.5184, 1.0, 0.2539, 0.0, 1.6126, 1.8947, 0.8659, 2.3974, 0.6529, 13.8859, 3.25, 0.4008
13.5189, 21.0846, 0.2248, 1.0, 0.2539, 0.0, 1.3439, 0.9474, 0.5507, 1.1372, 0.6217, 16.0018, 6.25, 0.4352
9.4379, 16.127, 0.365, 0.0, 0.0, 0.0, 2.9826, 2.8759, 1.4637, 3.4289, 0.4993, 14.9506, 2.25, 0.4328
10.8858, 14.1726, 0.4027, 1.0, 0.3516, 0.0, 1.7523, 4.0744, 1.2249, 4.8274, 0.6018, 16.6111, 2.625, 0.4682
8.0179, 7.94, 0.5826, 1.0, 0.3516, 0.0, 3.0039, 6.2756, 2.0312, 6.5325, 0.6411, 15.7486, 1.125, 0.4094
6.7161, 11.6019, 0.6001, 0.0, 0.0, 0.0, 2.9688, 4.7845, 1.7669, 6.4448, 0.7329, 17.2414, 3.5, 0.3536
10.9137, 12.4396, 0.5156, 1.0, 0.2539, 0.0, 2.8447, 3.8891, 1.6396, 3.579, 0.659, 17.0306, 2.0, 0.3781
11.0469, 23.4875, 0.2574, 1.0, 0.2734, 0.0, 2.1544, 2.7576, 1.2086, 5.0863, 0.6259, 14.5384, 5.125, 0.3901
17.5148, 19.8975, 0.4314, 2.0, 0.332, 0.0, 1.6616, 1.9547, 0.898, 2.9786, 0.5054, 20.9612, 5.625, 0.4762
