alphaPowerFP, alphaPowerP, betaByAlphaPlusThetaP, blinkFrequency, blinkDuration, freqFp_89_13_17, betaByAlpha, betaByTheta, betaByAlphaPlusThetaFP, smrPlusMidBetaByTheta, sampEn, betaPowerO, alphaThetaHarmonicLocking, alphaThetaPhaseSynchrony
339.9845, 459.638, 0.0031, 0.0, 0.0, 0.0, 0.0384, 0.003, 0.0028, 0.0476, 0.0089, 139.1422, 1.625, 0.5641
11.5249, 13.7819, 0.3402, 0.0, 0.0, 0.0, 0.8653, 0.2895, 0.2151, 0.4475, 0.348, 17.6114, 2.75, 0.423
13.96, 21.228, 0.2381, 0.0, 0.0, 0.0, 0.31, 0.3825, 0.166, 0.8825, 0.3963, 20.8286, 3.625, 0.4295
7.202, 22.2711, 0.1552, 0.0, 0.0, 0.0, 0.4562, 0.6502, 0.2643, 1.1069, 0.5471, 8.2575, 2.75, 0.4625
5.4206, 11.3836, 0.2031, 0.0, 0.0, 0.0, 0.6578, 0.8126, 0.3628, 1.4102, 0.54, 6.6099, 2.875, 0.4599
4.2621, 16.1211, 0.2321, 0.0, 0.0, 0.0, 0.9544, 0.7839, 0.4304, 1.264, 0.5297, 6.9139, 2.125, 0.4235
7.7221, 7.7787, 0.4427, 0.0, 0.0, 0.0, 0.7643, 0.4661, 0.2893, 0.8742, 0.447, 9.8687, 2.625, 0.3959
4.716, 13.4774, 0.3502, 0.0, 0.0, 0.0, 0.7636, 0.7009, 0.3514, 0.8378, 0.5026, 10.5895, 1.25, 0.389
8.4126, 18.4525, 0.1712, 0.0, 0.0, 0.0, 0.4965, 1.1874, 0.3501, 2.2637, 0.6024, 7.8883, 2.25, 0.4024
9.4889, 12.0005, 0.5701, 0.0, 0.0, 0.0, 0.5365, 1.2469, 0.3751, 2.1106, 0.5995, 12.4038, 3.125, 0.413
13.4893, 22.0086, 0.2578, 0.0, 0.0, 0.0, 0.4406, 1.1069, 0.3151, 2.2849, 0.6544, 10.9103, 2.0, 0.4106
14.1863, 19.7596, 0.41, 0.0, 0.0, 0.0, 0.3917, 1.2259, 0.2967, 2.5788, 0.6135, 8.6195, 3.25, 0.4387
11.76, 16.4469, 0.3545, 0.0, 0.0, 0.0, 0.3903, 1.0997, 0.2873, 1.9004, 0.6201, 10.6267, 1.5, 0.4176
9.5441, 16.7271, 0.2346, 0.0, 0.0, 0.0, 0.5689, 0.8606, 0.3422, 1.5787, 0.5669, 9.5791, 1.75, 0.3841
8.7943, 19.8595, 0.3054, 0.0, 0.0, 0.0, 0.6431, 2.181, 0.4957, 3.2288, 0.6222, 12.3139, 2.375, 0.404
5.8234, 17.4447, 0.3196, 0.0, 0.0, 0.0, 0.6898, 1.0089, 0.4093, 1.8399, 0.5875, 10.5493, 2.5, 0.3867
12.1628, 24.4126, 0.2052, 0.0, 0.0, 0.0, 0.3793, 0.846, 0.2618, 1.5067, 0.5242, 10.6103, 2.5, 0.4032
8.2001, 32.9871, 0.1522, 0.0, 0.0, 0.0, 0.5415, 1.2563, 0.377, 2.0135, 0.5893, 9.9161, 1.875, 0.42
9.8651, 20.8618, 0.248, 0.0, 0.0, 0.0, 0.4575, 0.9205, 0.3056, 1.8542, 0.556, 10.4527, 3.25, 0.4283
6.1444, 21.1564, 0.2158, 0.0, 0.0, 0.0, 0.791, 1.4795, 0.5149, 2.6372, 0.5809, 8.8942, 1.875, 0.358
11.9761, 21.6806, 0.2168, 0.0, 0.0, 0.0, 0.3685, 1.1432, 0.2787, 2.6346, 0.5852, 8.8036, 2.625, 0.4284
9.4621, 13.4818, 0.4155, 0.0, 0.0, 0.0, 0.5385, 1.083, 0.3585, 2.0495, 0.651, 9.503, 1.625, 0.3805
9.3191, 21.0717, 0.2473, 0.0, 0.0, 0.0, 0.4018, 1.0038, 0.2869, 1.6903, 0.5787, 8.6213, 1.5, 0.4201
8.2707, 18.1708, 0.2742, 0.0, 0.0, 0.0, 0.6276, 0.9722, 0.3811, 1.6789, 0.5823, 8.0626, 2.375, 0.4455
12.692, 56.4953, 0.3094, 1.0, 0.1758, 0.0, 0.7439, 1.1553, 0.4525, 1.5501, 0.5354, 16.3911, 1.75, 0.4233
