alphaPowerFP, alphaPowerP, betaByAlphaPlusThetaP, blinkFrequency, blinkDuration, freqFp_89_13_17, betaByAlpha, betaByTheta, betaByAlphaPlusThetaFP, smrPlusMidBetaByTheta, sampEn, betaPowerO, alphaThetaHarmonicLocking, alphaThetaPhaseSynchrony
2084.6, 2838.7, 0.002, 0.0, 0.0, 0.0, 0.0395, 0.0031, 0.0029, 0.0457, 0.009, 167.989, 1.125, 0.6037
5.8475, 26.346, 0.486, 0.0, 0.0, 0.0, 1.143, 1.1108, 0.5597, 2.0582, 0.6476, 130.8421, 4.25, 0.4003
8.0748, 30.561, 0.5145, 0.0, 0.0, 0.0, 0.9881, 1.2317, 0.5483, 3.3289, 0.6392, 125.3388, 5.5, 0.4312
7.128, 47.1499, 0.4369, 0.0, 0.0, 0.0, 1.2775, 1.3541, 0.6564, 2.2481, 0.6518, 195.8025, 3.25, 0.3963
4.4952, 40.3678, 0.3196, 0.0, 0.0, 0.0, 1.7082, 0.7674, 0.525, 0.9104, 0.7102, 142.8284, 4.75, 0.4456
7.7231, 43.0458, 0.5631, 0.0, 0.0, 0.0, 1.6946, 1.7639, 0.8635, 2.4306, 0.7319, 199.7219, 1.5, 0.4164
11.0066, 41.9237, 0.5245, 0.0, 0.0, 0.0, 1.056, 1.7796, 0.6627, 3.1969, 0.7219, 210.1708, 2.125, 0.3793
9.0642, 40.3535, 0.5352, 1.0, 0.3125, 0.0, 1.5257, 1.9121, 0.8453, 2.0218, 0.6446, 160.1768, 1.75, 0.4075
3.8868, 32.932, 0.4609, 0.0, 0.0, 0.0, 2.5149, 1.1305, 0.7679, 1.3736, 0.6916, 189.3394, 3.875, 0.4418
5.2384, 47.7172, 0.3451, 0.0, 0.0, 0.0, 2.2239, 2.4738, 1.1678, 1.9882, 0.6958, 129.5118, 4.75, 0.4692
6.4516, 48.2364, 0.3508, 0.0, 0.0, 0.0, 1.7017, 1.6968, 0.8484, 1.6617, 0.6651, 164.8765, 6.375, 0.5032
6.3171, 47.3102, 0.368, 0.0, 0.0, 0.0, 1.9599, 1.3857, 0.8112, 1.14, 0.7057, 145.8742, 4.25, 0.4451
5.7765, 36.2405, 0.3939, 0.0, 0.0, 0.0, 1.1802, 1.0438, 0.5535, 1.6521, 0.6918, 163.7946, 2.875, 0.4483
5.4194, 42.2652, 0.329, 0.0, 0.0, 0.0, 1.1778, 0.4405, 0.3119, 0.59, 0.5351, 126.7745, 3.25, 0.4277
7.2716, 38.6084, 0.4092, 1.0, 0.3711, 0.0, 1.4114, 0.7175, 0.4756, 0.979, 0.5847, 164.4286, 3.0, 0.4375
7.3093, 30.8057, 0.5323, 1.0, 0.332, 0.0, 1.3026, 1.552, 0.7041, 3.5159, 0.6539, 177.9094, 3.0, 0.4038
7.6005, 37.2524, 0.4114, 0.0, 0.0, 0.0, 0.8929, 1.288, 0.5179, 2.8056, 0.6684, 125.2306, 3.25, 0.4486
6.477, 37.8833, 0.4608, 1.0, 0.293, 0.0, 1.3169, 1.939, 0.7797, 3.6012, 0.6295, 171.7642, 3.5, 0.4278
6.6553, 43.5827, 0.3134, 1.0, 0.3125, 0.0, 1.791, 2.1698, 0.9587, 1.4895, 0.6227, 133.0891, 3.0, 0.4366
7.2026, 47.6066, 0.3726, 0.0, 0.0, 0.0, 1.4403, 1.9389, 0.8176, 2.4811, 0.7463, 148.9736, 3.875, 0.4937
4.9344, 31.1761, 0.5679, 0.0, 0.0, 0.0, 1.8814, 1.9971, 0.9423, 3.7745, 0.685, 189.9653, 2.75, 0.4249
6.724, 46.5714, 0.5897, 0.0, 0.0, 0.0, 1.6346, 2.2461, 0.9461, 3.1774, 0.6816, 249.167, 1.75, 0.3805
7.9586, 38.9667, 0.5201, 1.0, 0.3906, 0.0, 1.4106, 0.7905, 0.4998, 0.5111, 0.5733, 226.7545, 3.5, 0.466
4.7103, 43.0615, 0.5004, 0.0, 0.0, 0.0, 2.0784, 1.3467, 0.8163, 1.7853, 0.6652, 215.5531, 4.125, 0.4268
4.114, 45.7088, 0.4008, 0.0, 0.0, 0.0, 2.2302, 1.3911, 0.8518, 1.4869, 0.7183, 192.6593, 3.5, 0.4388
