Start Index, End Index, Length
0, 1255, 1256
1256, 2505, 1250
2506, 3757, 1252
3758, 5009, 1252
5010, 6259, 1250
6260, 7512, 1253
7513, 8764, 1252
8765, 10016, 1252
10017, 11268, 1252
11269, 12520, 1252
12521, 13772, 1252
13773, 15026, 1254
15027, 16278, 1252
16279, 17529, 1251
17530, 18783, 1254
18784, 20035, 1252
20036, 21285, 1250
21286, 22537, 1252
22538, 23789, 1252
23790, 25044, 1255
25045, 26294, 1250
26295, 27546, 1252
27547, 28798, 1252
28799, 30050, 1252
30051, 31302, 1252
31303, 32555, 1253
32556, 33807, 1252
33808, 35059, 1252
35060, 36311, 1252
36312, 37563, 1252
37564, 38815, 1252
38816, 40067, 1252
40068, 41320, 1253
41321, 42572, 1252
42573, 43824, 1252
43825, 45076, 1252
45077, 46328, 1252
46329, 47580, 1252
47581, 48833, 1253
48834, 50085, 1252
50086, 51337, 1252
51338, 52589, 1252
52590, 53841, 1252
53842, 55093, 1252
55094, 56344, 1251
56345, 57596, 1252
57597, 58848, 1252
58849, 60100, 1252
60101, 61354, 1254
61355, 62606, 1252
62607, 63858, 1252
63859, 65112, 1254
65113, 66363, 1251
66364, 67615, 1252
67616, 68867, 1252
68868, 70119, 1252
70120, 71371, 1252
71372, 72623, 1252
72624, 73876, 1253
73877, 75126, 1250
75127, 76380, 1254
76381, 77632, 1252
77633, 78884, 1252
78885, 80136, 1252
80137, 81388, 1252
81389, 82641, 1253
82642, 83893, 1252
83894, 85143, 1250
85144, 86395, 1252
86396, 87649, 1254
87650, 88903, 1254
88904, 90155, 1252
90156, 91409, 1254
91410, 92662, 1253
92663, 93914, 1252
93915, 95168, 1254
95169, 96420, 1252
96421, 97674, 1254
97675, 98926, 1252
98927, 100180, 1254
100181, 101434, 1254
101435, 102686, 1252
102687, 103940, 1254
103941, 105192, 1252
105193, 106447, 1255
106448, 107699, 1252
107700, 108953, 1254
108954, 110203, 1250
110204, 111457, 1254
111458, 112709, 1252
112710, 113963, 1254
113964, 115217, 1254
115218, 116469, 1252
116470, 117722, 1253
117723, 118976, 1254
118977, 120228, 1252
120229, 121482, 1254
121483, 122734, 1252
122735, 123986, 1252
123987, 125240, 1254
125241, 126492, 1252
126493, 127744, 1252
127745, 128998, 1254
128999, 130251, 1253
130252, 131503, 1252
131504, 132757, 1254
132758, 134009, 1252
134010, 135263, 1254
135264, 136515, 1252
136516, 137769, 1254
137770, 139021, 1252
139022, 140275, 1254
140276, 141527, 1252
141528, 142780, 1253
142781, 144035, 1255
144036, 145286, 1251
145287, 146540, 1254
146541, 147792, 1252
147793, 149046, 1254
149047, 150298, 1252
