Label, Score
Score, 0.0
Score, 1.17973728075684E-10
Score, 2.697901142853305E-13
Score, 5.9894358905600816E-9
Score, 0.07092937930007283
Score, 90.52661295797168
Score, 96.52233220754937
Score, 96.89850506298492
Score, 26.855806543948198
Score, 1.1603812685433298E-5
Score, 1.0189688775587833E-4
Score, 1.2163953739684136E-8
Score, 1.1654666290838038E-4
Score, 80.21063011074995
Score, 97.67987449001969
Score, 1.895687515604467E-8
Score, 0.005520562754500627
Score, 85.83902884005319
Score, 63.43745224151789
Score, 1.7816304247834236E-4
Score, 0.006934748333913018
Score, 0.004435039900067292
Score, 2.9628985137120134E-8
Score, 0.03487727326476054
Score, 89.71373641026571
Concentration Duration (Seconds) out of 125, 40
Average Score (0-100), 29.112283365835093
Sustain Rate (%), 32.0
Game Score, 3531.1197734303278
