alphaPowerFP, alphaPowerP, betaByAlphaPlusThetaP, blinkFrequency, blinkDuration, freqFp_89_13_17, betaByAlpha, betaByTheta, betaByAlphaPlusThetaFP, smrPlusMidBetaByTheta, sampEn, betaPowerO, alphaThetaHarmonicLocking, alphaThetaPhaseSynchrony
6276.4, 9250.5, 0.0018, 0.0, 0.0, 0.0, 0.0261, 0.002, 0.0019, 0.0455, 0.0094, 136.4656, 2.0, 0.6151
12.5983, 10.2568, 0.5923, 2.0, 0.2832, 0.0, 1.4607, 2.878, 0.9664, 3.8785, 0.6321, 14.4726, 3.125, 0.4195
152.3846, 174.5287, 0.0157, 3.0, 0.3255, 0.0, 1.1845, 0.1556, 0.1374, 0.1224, 0.2198, 14.8987, 3.125, 0.3753
18.0082, 28.1805, 0.2052, 0.0, 0.0, 0.0, 0.7066, 0.1834, 0.1429, 0.2014, 0.3655, 14.1261, 2.125, 0.3976
13.7156, 28.3821, 0.31, 0.0, 0.0, 0.0, 0.7987, 1.3126, 0.4952, 2.7074, 0.657, 15.7671, 2.5, 0.4743
8.1923, 11.473, 0.4264, 0.0, 0.0, 0.0, 1.2287, 1.8083, 0.731, 2.3429, 0.7334, 14.2124, 2.75, 0.4236
8.3129, 23.0859, 0.3463, 0.0, 0.0, 0.0, 1.0923, 1.4282, 0.6189, 2.2962, 0.6817, 16.5381, 2.0, 0.4362
24.7291, 30.1143, 0.3595, 0.0, 0.0, 0.0, 0.3618, 1.2731, 0.2817, 2.95, 0.6713, 19.5526, 3.125, 0.4498
11.944, 27.1952, 0.3813, 0.0, 0.0, 0.0, 0.7297, 1.4615, 0.4856, 3.1237, 0.6788, 16.9374, 1.5, 0.3894
23.0727, 48.3771, 0.1685, 0.0, 0.0, 0.0, 0.397, 0.9086, 0.2757, 1.9168, 0.6691, 16.0376, 2.5, 0.4594
10.7114, 18.2747, 0.3156, 0.0, 0.0, 0.0, 0.9113, 1.466, 0.562, 2.6934, 0.6929, 13.4177, 2.75, 0.4071
14.0685, 51.394, 0.201, 0.0, 0.0, 0.0, 0.8266, 1.9587, 0.5811, 3.4292, 0.6348, 19.0617, 2.125, 0.3489
18.5672, 47.3492, 0.2197, 1.0, 0.0, 0.0, 0.49, 1.7198, 0.3813, 2.9524, 0.6242, 13.5407, 2.125, 0.4091
7.9705, 30.4751, 0.3092, 0.0, 0.0, 0.0, 1.1824, 1.4561, 0.6457, 2.7064, 0.5939, 17.3332, 1.125, 0.3345
22.4188, 59.8847, 0.1756, 0.0, 0.0, 0.0, 0.3527, 0.5513, 0.2128, 0.8874, 0.5361, 17.5429, 1.25, 0.331
15.1918, 62.7476, 0.2591, 0.0, 0.0, 0.0, 0.6723, 0.7899, 0.3594, 1.3874, 0.5924, 18.8934, 3.125, 0.3441
21.79, 42.6542, 0.1778, 0.0, 0.0, 0.0, 0.4698, 0.3813, 0.2097, 0.8405, 0.5317, 15.5977, 1.875, 0.387
14.3512, 60.9457, 0.1073, 1.0, 0.2148, 0.0, 0.661, 1.5396, 0.4623, 2.3596, 0.6117, 16.3088, 2.125, 0.3971
23.1524, 57.3423, 0.2051, 0.0, 0.0, 0.0, 0.5344, 0.9342, 0.3396, 1.3988, 0.5622, 19.0691, 2.125, 0.399
15.1644, 60.325, 0.1795, 0.0, 0.0, 0.0, 0.5466, 1.7821, 0.4155, 2.5727, 0.682, 19.4694, 1.25, 0.318
13.7512, 27.4502, 0.3725, 0.0, 0.0, 0.0, 0.8029, 1.5936, 0.5339, 2.7813, 0.5665, 21.7451, 2.0, 0.409
19.101, 53.201, 0.1962, 0.0, 0.0, 0.0, 0.3523, 1.9056, 0.2973, 4.5698, 0.6708, 18.3255, 3.875, 0.4295
16.0812, 26.4354, 0.4329, 0.0, 0.0, 0.0, 0.6159, 1.9441, 0.467, 3.7764, 0.6316, 16.6491, 3.375, 0.4237
14.8863, 27.2158, 0.3124, 0.0, 0.0, 0.0, 0.6394, 1.4412, 0.4424, 2.549, 0.661, 16.9465, 4.75, 0.4134
13.4435, 25.1208, 0.3719, 0.0, 0.0, 0.0, 0.6787, 1.4976, 0.4656, 1.8638, 0.7005, 14.6873, 2.5, 0.4153
