alphaPowerFP, alphaPowerP, betaByAlphaPlusThetaP, blinkFrequency, blinkDuration, freqFp_89_13_17, betaByAlpha, betaByTheta, betaByAlphaPlusThetaFP, smrPlusMidBetaByTheta, sampEn, betaPowerO, alphaThetaHarmonicLocking, alphaThetaPhaseSynchrony
163.6815, 3386.0, 0.0022, 0.0, 0.0, 0.0, 0.1815, 0.0209, 0.0187, 0.0472, 0.0131, 16.0125, 1.5, 0.4485
9.6657, 54.0966, 0.095, 0.0, 0.0, 0.0, 0.9312, 0.432, 0.2951, 1.0624, 0.3636, 13.9146, 1.875, 0.3979
12.2565, 90.3454, 0.0972, 3.0, 0.293, 0.0, 1.0289, 0.4098, 0.293, 0.6401, 0.3936, 10.6889, 2.75, 0.403
6.6575, 7.9808, 0.4999, 0.0, 0.0, 0.0, 1.163, 0.6865, 0.4306, 1.4423, 0.4079, 8.983, 2.25, 0.4256
6.5487, 13.6483, 0.4839, 0.0, 0.0, 0.0, 1.1789, 1.7226, 0.6784, 2.7958, 0.7365, 9.7845, 2.5, 0.3861
4.3108, 10.023, 1.1309, 0.0, 0.0, 0.0, 1.723, 2.2608, 0.9777, 2.388, 0.7299, 11.8256, 2.375, 0.4222
5.362, 9.5626, 0.6458, 0.0, 0.0, 0.0, 1.1623, 1.1616, 0.5802, 1.6847, 0.6992, 9.8047, 2.875, 0.4414
10.9526, 17.7233, 0.4234, 0.0, 0.0, 0.0, 0.6331, 1.7056, 0.4538, 4.5516, 0.697, 11.2146, 3.5, 0.5005
7.4689, 7.2492, 0.8525, 0.0, 0.0, 0.0, 1.1254, 1.6047, 0.6609, 1.7449, 0.7408, 12.0623, 2.5, 0.4492
5.1091, 13.9163, 0.7698, 0.0, 0.0, 0.0, 2.4967, 3.2206, 1.3552, 3.2416, 0.766, 17.2918, 2.0, 0.4628
5.3508, 20.746, 0.489, 0.0, 0.0, 0.0, 1.7477, 1.4048, 0.7786, 1.0902, 0.7321, 15.3782, 3.25, 0.4857
8.4249, 10.0236, 0.4324, 0.0, 0.0, 0.0, 0.9773, 1.7676, 0.629, 2.2979, 0.6151, 12.8559, 2.75, 0.4285
8.1566, 14.0883, 0.569, 0.0, 0.0, 0.0, 1.3736, 3.51, 0.9867, 4.6271, 0.6861, 18.8995, 2.5, 0.4336
7.4557, 10.7796, 0.6473, 0.0, 0.0, 0.0, 1.3037, 1.9401, 0.77, 2.416, 0.7765, 15.8241, 1.375, 0.4194
7.2005, 10.4971, 0.5094, 0.0, 0.0, 0.0, 1.4467, 1.1232, 0.6312, 1.223, 0.6842, 17.4117, 4.0, 0.4212
11.7317, 13.5932, 0.5965, 0.0, 0.0, 0.0, 0.6966, 1.482, 0.4738, 2.7005, 0.644, 13.5689, 3.5, 0.437
10.4148, 13.0115, 0.3181, 0.0, 0.0, 0.0, 0.7402, 1.0588, 0.3853, 3.0942, 0.4908, 10.6486, 2.875, 0.4289
7.2196, 11.5161, 0.5069, 0.0, 0.0, 0.0, 0.837, 1.2347, 0.4972, 1.9688, 0.6342, 13.5871, 2.125, 0.416
7.2249, 8.5588, 0.7195, 0.0, 0.0, 0.0, 1.3934, 2.7059, 0.9198, 3.5855, 0.7537, 15.728, 2.875, 0.4144
7.2361, 11.9237, 0.5511, 0.0, 0.0, 0.0, 0.9248, 1.2435, 0.5287, 1.7838, 0.6207, 10.4915, 2.25, 0.436
7.0437, 13.2338, 0.6992, 0.0, 0.0, 0.0, 1.2802, 0.8278, 0.5019, 0.6282, 0.6497, 14.786, 2.625, 0.424
9.7566, 11.4564, 0.4143, 0.0, 0.0, 0.0, 0.9838, 0.2575, 0.2002, 0.4745, 0.5315, 14.5223, 2.125, 0.4575
6.8389, 13.457, 0.4955, 0.0, 0.0, 0.0, 1.5856, 1.3998, 0.7407, 2.0136, 0.6065, 14.5174, 2.25, 0.4035
5.8526, 7.4414, 0.83, 0.0, 0.0, 0.0, 1.1105, 1.185, 0.5704, 2.9594, 0.6832, 10.4363, 2.25, 0.4261
5.6322, 10.8472, 0.4416, 0.0, 0.0, 0.0, 1.3433, 1.9811, 0.7986, 3.8165, 0.707, 14.4704, 3.125, 0.4521
