Label, Score
Score, 0.0
Score, 1.0216616471063701E-4
Score, 0.0012065783620198501
Score, 1.5672897794587197E-11
Score, 21.017748063686156
Score, 0.002275429702060264
Score, 1.4737257458286235E-4
Score, 30.68037358344307
Score, 1.5574209692118414E-41
Score, 20.311251664599258
Score, 8.709256668465564E-4
Score, 9.676786548719503E-5
Score, 0.012728164796745685
Score, 3.1646390363998944E-7
Score, 0.009836186511110585
Score, 62.80037802886584
Score, 16.656663952979947
Score, 31.90717388339643
Score, 2.1743023943923898E-4
Score, 0.006897936914130702
Score, 0.0010085004648629024
Score, 0.020614680838263413
Score, 1.5563356488093656E-4
Score, 10.441641499316653
Score, 0.009794252366796638
Concentration Duration (Seconds) out of 125, 15
Average Score (0-100), 7.755247320751954
Sustain Rate (%), 12.0
Game Score, 695.4328850016201
