Start Index, End Index, Length
0, 1252, 1253
1253, 2503, 1251
2504, 3755, 1252
3756, 5007, 1252
5008, 6259, 1252
6260, 7512, 1253
7513, 8764, 1252
8765, 9950, 1186
9951, 11223, 1273
11224, 12475, 1252
12476, 13727, 1252
13728, 14979, 1252
14980, 16232, 1253
16233, 17484, 1252
17485, 18736, 1252
18737, 19988, 1252
19989, 21238, 1250
21239, 22490, 1252
22491, 23743, 1253
23744, 24995, 1252
24996, 26247, 1252
26248, 27499, 1252
27500, 28751, 1252
28752, 30003, 1252
30004, 31255, 1252
31256, 32507, 1252
32508, 33759, 1252
33760, 34975, 1216
34976, 36245, 1270
36246, 37494, 1249
37495, 38748, 1254
38749, 39998, 1250
39999, 41253, 1255
41254, 42505, 1252
42506, 43757, 1252
43758, 45009, 1252
45010, 46261, 1252
46262, 47515, 1254
47516, 48766, 1251
48767, 50020, 1254
50021, 51272, 1252
51273, 52524, 1252
52525, 53776, 1252
53777, 55028, 1252
55029, 56280, 1252
56281, 57533, 1253
57534, 58785, 1252
58786, 60037, 1252
60038, 61289, 1252
61290, 62541, 1252
62542, 63795, 1254
63796, 65047, 1252
65048, 66299, 1252
66300, 67551, 1252
67552, 68803, 1252
68804, 70056, 1253
70057, 71306, 1250
71307, 72558, 1252
72559, 73810, 1252
73811, 75060, 1250
75061, 76314, 1254
76315, 77569, 1255
77570, 78821, 1252
78822, 80074, 1253
80075, 81328, 1254
81329, 82580, 1252
82581, 83832, 1252
83833, 85086, 1254
85087, 86338, 1252
86339, 87593, 1255
87594, 88845, 1252
88846, 90099, 1254
90100, 91351, 1252
91352, 92605, 1254
92606, 93855, 1250
93856, 95109, 1254
95110, 96361, 1252
96362, 97613, 1252
97614, 98867, 1254
98868, 100118, 1251
100119, 101372, 1254
101373, 102623, 1251
102624, 103877, 1254
103878, 105129, 1252
105130, 106383, 1254
106384, 107637, 1254
107638, 108888, 1251
108889, 110142, 1254
110143, 111394, 1252
111395, 112648, 1254
112649, 113900, 1252
113901, 115152, 1252
115153, 116406, 1254
116407, 117658, 1252
117659, 118912, 1254
118913, 120164, 1252
120165, 121417, 1253
121418, 122669, 1252
122670, 123921, 1252
123922, 125173, 1252
125174, 126427, 1254
126428, 127679, 1252
127680, 128931, 1252
128932, 130185, 1254
130186, 131438, 1253
131439, 132690, 1252
132691, 133943, 1253
133944, 135196, 1253
135197, 136450, 1254
136451, 137702, 1252
137703, 138954, 1252
138955, 140208, 1254
140209, 141460, 1252
141461, 142713, 1253
142714, 143965, 1252
143966, 145217, 1252
145218, 146471, 1254
146472, 147723, 1252
147724, 148975, 1252
148976, 150227, 1252
