Label, Score
Score, 0.0
Score, 1.570160595912721E-5
Score, 19.630143558782812
Score, 27.132999958464822
Score, 5.398621243471462
Score, 65.05209985239966
Score, 76.4205274777553
Score, 0.4277488103747732
Score, 4.322321315067914E-4
Score, 17.45411595697689
Score, 14.028501401802442
Score, 89.58527543845697
Score, 2.291013133059242E-15
Score, 40.5939101464668
Score, 64.20354497837305
Score, 81.00310990375073
Score, 55.05931808957124
Score, 21.891935669554904
Score, 94.8020675846555
Score, 67.0055480956335
Score, 43.45779420027989
Score, 98.73142319761332
Score, 71.75845413923041
Score, 74.07615566834266
Score, 34.63741696276151
Concentration Duration (Seconds) out of 125, 70
Average Score (0-100), 42.494046410738235
Sustain Rate (%), 56.00000000000001
Game Score, 4887.897743209619
