alphaPowerFP, alphaPowerP, betaByAlphaPlusThetaP, blinkFrequency, blinkDuration, freqFp_89_13_17, betaByAlpha, betaByTheta, betaByAlphaPlusThetaFP, smrPlusMidBetaByTheta, sampEn, betaPowerO, alphaThetaHarmonicLocking, alphaThetaPhaseSynchrony
6951.7, 3255.1, 0.0019, 0.0, 0.0, 0.0, 0.0251, 0.0019, 0.0018, 0.0457, 0.0087, 175.9063, 1.625, 0.6395
58.5424, 4.2454, 0.5535, 2.0, 0.1367, 0.0, 0.99, 0.875, 0.4641, 1.6721, 0.5624, 15.4751, 1.875, 0.3639
2.4963, 3.26, 0.4511, 1.0, 0.2539, 0.0, 1.1802, 0.9504, 0.5014, 0.8393, 0.5911, 13.0637, 2.75, 0.4535
1.7165, 3.7076, 0.3942, 1.0, 0.2539, 1.0, 1.8718, 1.0673, 0.6794, 1.1682, 0.4867, 14.4588, 2.375, 0.3913
1.8106, 3.1956, 0.3022, 2.0, 0.2539, 0.0, 1.5618, 0.9559, 0.5924, 1.0656, 0.6038, 13.8371, 1.375, 0.404
3.4286, 3.5915, 0.5519, 1.0, 0.293, 0.0, 1.0689, 0.8701, 0.4795, 1.0399, 0.4801, 14.4249, 2.25, 0.3891
3.7435, 3.3113, 0.3958, 1.0, 0.2539, 0.0, 0.7586, 0.4742, 0.2891, 0.749, 0.4928, 13.6678, 2.5, 0.4117
3.4302, 4.7346, 0.3963, 2.0, 0.293, 0.0, 0.8368, 0.4267, 0.2817, 1.0552, 0.5969, 12.9307, 1.875, 0.4147
3.719, 4.6469, 0.2568, 2.0, 0.2441, 0.0, 0.7157, 0.4109, 0.2604, 0.5006, 0.5727, 14.2115, 3.375, 0.435
2.3524, 3.0463, 0.4127, 2.0, 0.2734, 0.0, 0.9076, 0.4101, 0.2825, 0.8566, 0.5002, 11.5618, 2.125, 0.455
4.5056, 6.3454, 0.4039, 1.0, 0.4492, 0.0, 1.0159, 1.8135, 0.651, 2.7116, 0.6062, 17.5777, 3.0, 0.4295
3.3808, 3.5414, 0.3965, 2.0, 0.2832, 0.0, 0.9316, 1.1059, 0.5046, 1.9245, 0.6113, 12.0209, 2.875, 0.399
18.2947, 5.2666, 0.3776, 2.0, 0.2539, 0.0, 0.9328, 1.0473, 0.493, 1.4814, 0.5621, 12.8802, 1.625, 0.3826
1.5402, 3.7801, 0.3264, 1.0, 0.2734, 0.0, 1.8044, 0.5495, 0.4208, 0.8682, 0.6042, 12.2859, 2.25, 0.3819
26.0631, 3.1793, 0.9268, 1.0, 0.2539, 0.0, 0.2332, 0.086, 0.0628, 0.2869, 0.5086, 13.379, 2.125, 0.4141
2.6779, 4.233, 0.3474, 2.0, 0.2734, 0.0, 1.2038, 0.412, 0.3069, 0.6591, 0.5972, 12.768, 2.375, 0.4439
4.5404, 2.8841, 0.5312, 2.0, 0.2539, 0.0, 0.8525, 1.5203, 0.5459, 1.7146, 0.6474, 11.5148, 2.5, 0.3989
2.7235, 3.4285, 0.3961, 2.0, 0.2441, 1.0, 1.2117, 0.5529, 0.3795, 0.689, 0.6181, 10.5681, 3.25, 0.4497
26.0612, 5.2462, 0.2458, 1.0, 0.1758, 0.0, 1.0326, 0.9608, 0.4973, 1.6543, 0.5055, 10.425, 2.125, 0.3642
5.9151, 4.6608, 0.4635, 1.0, 0.2539, 0.0, 0.6308, 0.5407, 0.2862, 0.7959, 0.5987, 13.0474, 3.375, 0.3874
3.3097, 3.7172, 0.2671, 1.0, 0.2344, 0.0, 1.0454, 0.5039, 0.3335, 0.5749, 0.6136, 12.1361, 4.0, 0.3977
31.8185, 4.0681, 0.3708, 2.0, 0.2441, 0.0, 1.0008, 1.1975, 0.5448, 1.9646, 0.5442, 13.2241, 2.125, 0.3824
2.0312, 4.4432, 0.457, 2.0, 0.2734, 1.0, 1.5343, 1.5987, 0.7752, 2.0139, 0.6153, 12.7082, 2.375, 0.436
2.9983, 3.9301, 0.552, 1.0, 0.2734, 0.0, 0.8746, 0.3492, 0.2489, 0.5778, 0.6228, 15.2624, 3.75, 0.414
5.6823, 5.9878, 0.2503, 1.0, 0.2539, 0.0, 0.5086, 0.3693, 0.2135, 0.5826, 0.4884, 10.5633, 1.625, 0.4077
