alphaPowerFP, alphaPowerP, betaByAlphaPlusThetaP, blinkFrequency, blinkDuration, freqFp_89_13_17, betaByAlpha, betaByTheta, betaByAlphaPlusThetaFP, smrPlusMidBetaByTheta, sampEn, betaPowerO, alphaThetaHarmonicLocking, alphaThetaPhaseSynchrony
5653.9, 3125.5, 0.0019, 1.0, 0.1758, 0.0, 0.0546, 0.0043, 0.004, 0.0522, 0.009, 118.5623, 2.875, 0.5611
1149.1, 146.6753, 0.1066, 0.0, 0.0, 0.0, 0.4341, 0.2069, 0.1309, 0.1316, 0.2121, 179.6108, 2.0, 0.4234
101.1875, 59.655, 0.1098, 0.0, 0.0, 0.0, 0.497, 0.2821, 0.1729, 0.2256, 0.2879, 62.9942, 3.5, 0.4835
51.8114, 200.0363, 0.0509, 0.0, 0.0, 0.0, 0.535, 0.8782, 0.307, 0.6436, 0.595, 8.3779, 2.125, 0.346
41.1479, 162.1806, 0.0706, 0.0, 0.0, 0.0, 0.7628, 1.8492, 0.4566, 1.3734, 0.6591, 7.9264, 1.625, 0.3497
30.4018, 141.3368, 0.0746, 0.0, 0.0, 0.0, 1.1289, 1.2227, 0.5727, 1.2089, 0.6395, 7.285, 2.0, 0.3678
51.0937, 168.8808, 0.0652, 0.0, 0.0, 0.0, 0.9183, 1.1618, 0.4914, 0.9239, 0.6559, 6.6125, 2.375, 0.3195
171.1303, 163.1966, 0.0747, 1.0, 0.0, 0.0, 0.787, 1.6889, 0.5104, 0.5222, 0.5822, 7.5606, 1.625, 0.3759
120.9772, 195.0619, 0.0819, 0.0, 0.0, 0.0, 0.4589, 0.2231, 0.1501, 0.5504, 0.5457, 9.8282, 2.25, 0.3473
55.5163, 161.1025, 0.0436, 0.0, 0.0, 0.0, 0.7143, 1.193, 0.3909, 0.7358, 0.5761, 5.3982, 2.625, 0.3048
51.6255, 104.4965, 0.0995, 0.0, 0.0, 0.0, 1.592, 3.8803, 1.1148, 1.7719, 0.6605, 5.6959, 1.625, 0.3271
31.7553, 116.7282, 0.0802, 0.0, 0.0, 0.0, 1.798, 1.6397, 0.8575, 1.839, 0.6748, 7.0685, 3.375, 0.3691
55.5597, 166.5415, 0.0532, 0.0, 0.0, 0.0, 0.8634, 1.9169, 0.5906, 1.4075, 0.6268, 6.7653, 2.375, 0.3163
83.1245, 120.1312, 0.0688, 0.0, 0.0, 0.0, 1.0256, 1.3614, 0.48, 0.4057, 0.5914, 19.5499, 3.125, 0.3775
46.6347, 117.0468, 0.0845, 0.0, 0.0, 0.0, 1.2664, 0.8375, 0.4751, 0.5992, 0.6079, 7.8608, 2.0, 0.3406
45.6794, 137.4637, 0.0811, 0.0, 0.0, 0.0, 1.0805, 1.1697, 0.5128, 0.8554, 0.5819, 9.0, 2.125, 0.322
45.3839, 142.9832, 0.0428, 0.0, 0.0, 0.0, 1.099, 0.8539, 0.4803, 1.0316, 0.5962, 6.1673, 0.875, 0.2807
63.8376, 162.9527, 0.0625, 0.0, 0.0, 0.0, 0.7143, 1.4371, 0.4434, 0.8169, 0.6254, 8.5773, 2.375, 0.338
148.6036, 62.7688, 0.1283, 0.0, 0.0, 0.0, 0.8005, 0.5189, 0.3052, 0.336, 0.5657, 14.911, 2.125, 0.3386
34.9421, 157.2225, 0.0502, 0.0, 0.0, 0.0, 1.9539, 2.2767, 0.9749, 1.2892, 0.6422, 6.8462, 1.5, 0.3011
41.5759, 189.8459, 0.0459, 0.0, 0.0, 0.0, 1.0579, 1.1334, 0.5275, 1.1364, 0.6156, 10.021, 1.125, 0.2695
41.7564, 165.7398, 0.0484, 0.0, 0.0, 0.0, 0.8831, 1.7058, 0.5644, 0.8872, 0.6768, 5.8049, 1.875, 0.3306
48.5672, 154.5233, 0.0646, 0.0, 0.0, 0.0, 0.8293, 1.8182, 0.5597, 1.6252, 0.678, 6.0293, 2.875, 0.3802
37.7108, 140.9836, 0.0525, 0.0, 0.0, 0.0, 1.503, 2.5624, 0.9033, 2.3455, 0.6485, 5.4426, 1.125, 0.3498
41.1236, 133.7114, 0.068, 0.0, 0.0, 0.0, 1.3606, 3.2904, 0.9182, 2.066, 0.6631, 6.182, 2.0, 0.2871
