alphaPowerFP, alphaPowerP, betaByAlphaPlusThetaP, blinkFrequency, blinkDuration, freqFp_89_13_17, betaByAlpha, betaByTheta, betaByAlphaPlusThetaFP, smrPlusMidBetaByTheta, sampEn, betaPowerO, alphaThetaHarmonicLocking, alphaThetaPhaseSynchrony
2869.4, 566.7, 0.0025, 1.0, 0.1562, 0.0, 0.0533, 0.0042, 0.0039, 0.0455, 0.0092, 33.8284, 1.625, 0.5914
5.8152, 3.8132, 0.2518, 1.0, 0.7227, 0.0, 1.0646, 0.4698, 0.3259, 0.5585, 0.355, 4.6423, 5.25, 0.4083
9.8264, 3.4906, 0.5772, 1.0, 0.1953, 0.0, 1.2605, 1.0839, 0.5827, 2.1023, 0.5303, 7.9679, 1.25, 0.3665
10.7833, 5.6832, 0.429, 1.0, 0.3516, 0.0, 0.6109, 0.241, 0.1719, 0.5113, 0.4068, 12.9956, 2.75, 0.4324
16.345, 6.8539, 0.3464, 1.0, 0.7422, 0.0, 0.7343, 0.3984, 0.2575, 0.8816, 0.3849, 10.0857, 1.75, 0.4086
91.6122, 23.3074, 1.0853, 4.0, 0.3369, 0.0, 0.9756, 0.6785, 0.3999, 1.655, 0.3308, 59.8579, 3.0, 0.4312
27.7379, 8.3546, 0.3353, 2.0, 0.4297, 0.0, 0.469, 0.1949, 0.1374, 0.4026, 0.3152, 13.573, 3.5, 0.4522
36.8039, 12.7937, 0.3119, 1.0, 0.7812, 0.0, 0.3433, 0.1155, 0.0857, 0.1887, 0.3152, 22.6808, 3.25, 0.4215
28.7126, 13.818, 0.3468, 2.0, 0.625, 0.0, 0.3628, 0.1495, 0.1056, 0.2065, 0.3258, 31.3388, 1.5, 0.4472
22.3832, 11.158, 1.3526, 2.0, 0.2441, 0.0, 1.9396, 0.8615, 0.5963, 1.6373, 0.3472, 26.4929, 2.125, 0.393
183.1871, 180.6113, 0.4106, 3.0, 0.3646, 0.0, 1.1801, 0.5703, 0.3834, 0.6556, 0.099, 145.8782, 1.5, 0.3806
7.334, 3.9051, 0.3676, 1.0, 0.2148, 0.0, 0.6469, 0.2945, 0.1991, 0.7429, 0.5148, 7.4653, 1.625, 0.4102
9.6286, 3.9615, 0.2887, 1.0, 0.293, 0.0, 0.8917, 0.5013, 0.32, 0.7502, 0.5081, 8.0648, 3.875, 0.4204
4.8569, 3.6864, 0.2822, 0.0, 0.0, 0.0, 1.2372, 0.5179, 0.3643, 0.8822, 0.6374, 8.5105, 3.25, 0.4505
6.2069, 7.1644, 0.3536, 3.0, 0.3971, 0.0, 1.2341, 0.6428, 0.4169, 0.6035, 0.4977, 15.2844, 3.5, 0.3763
7.4039, 4.9117, 0.4879, 0.0, 0.0, 0.0, 1.2616, 0.9118, 0.5284, 0.8882, 0.6989, 14.1682, 1.0, 0.3501
4.529, 2.2718, 0.6369, 2.0, 0.293, 0.0, 1.0235, 0.8884, 0.4703, 1.5442, 0.5798, 10.9378, 1.75, 0.3833
3.5923, 3.6361, 0.3896, 0.0, 0.0, 0.0, 1.3825, 2.3464, 0.8695, 1.9258, 0.7435, 8.0461, 1.5, 0.3596
4.8855, 3.6279, 0.5651, 0.0, 0.0, 0.0, 1.0308, 0.999, 0.5072, 1.1824, 0.6331, 9.4691, 3.0, 0.3947
20.8144, 5.0823, 0.4413, 1.0, 0.1758, 0.0, 0.8464, 0.7546, 0.3989, 1.2558, 0.5947, 11.5061, 0.875, 0.3732
4.1228, 3.3924, 0.4636, 0.0, 0.0, 0.0, 0.9417, 0.6403, 0.3788, 0.9345, 0.6763, 10.6052, 1.625, 0.3687
8.2879, 2.2943, 0.4621, 0.0, 0.0, 0.0, 0.5737, 0.2085, 0.1529, 0.4843, 0.5536, 8.7314, 1.5, 0.4133
11.9286, 6.9183, 0.2313, 0.0, 0.0, 0.0, 0.5174, 0.3617, 0.2129, 0.7147, 0.5178, 11.5234, 2.25, 0.3894
7.6569, 4.1786, 0.2962, 1.0, 0.0, 0.0, 0.7548, 0.2977, 0.2133, 0.6888, 0.4673, 8.702, 1.625, 0.4165
10.9564, 4.715, 0.3857, 1.0, 0.0, 0.0, 0.5601, 0.2141, 0.1537, 0.5383, 0.5143, 10.4996, 2.0, 0.4426
