alphaPowerFP, alphaPowerP, betaByAlphaPlusThetaP, blinkFrequency, blinkDuration, freqFp_89_13_17, betaByAlpha, betaByTheta, betaByAlphaPlusThetaFP, smrPlusMidBetaByTheta, sampEn, betaPowerO, alphaThetaHarmonicLocking, alphaThetaPhaseSynchrony
5967.5, 4976.8, 0.0018, 1.0, 0.2539, 0.0, 0.0256, 0.002, 0.0018, 0.0457, 0.0089, 61.4553, 2.0, 0.588
11.6208, 28.6738, 0.1955, 1.0, 0.293, 0.0, 0.7582, 0.8604, 0.3926, 2.0404, 0.5323, 8.5381, 3.75, 0.434
7.1181, 22.6954, 0.2179, 0.0, 0.0, 0.0, 1.4023, 1.0005, 0.5809, 1.9535, 0.5224, 7.7567, 2.875, 0.3798
9.3061, 16.6189, 0.2982, 0.0, 0.0, 0.0, 1.1208, 1.6648, 0.6696, 2.666, 0.5782, 10.9024, 2.625, 0.4172
13.758, 16.5894, 0.2827, 1.0, 0.1562, 0.0, 1.2359, 0.9761, 0.5375, 1.2703, 0.6105, 9.0032, 2.5, 0.4039
6.7234, 16.3565, 0.2216, 1.0, 0.2148, 0.0, 1.8607, 1.6232, 0.8652, 2.0352, 0.6036, 9.7012, 1.75, 0.3928
7.493, 20.6735, 0.1866, 0.0, 0.0, 0.0, 1.6116, 1.3906, 0.7458, 2.0289, 0.6233, 8.898, 3.75, 0.3731
8.2998, 8.8358, 0.3613, 1.0, 0.293, 0.0, 1.2637, 1.4492, 0.6569, 2.5666, 0.5626, 10.6622, 2.125, 0.381
6.5978, 10.2889, 0.4654, 0.0, 0.0, 0.0, 1.2271, 1.7347, 0.7156, 1.8856, 0.6557, 10.6867, 2.5, 0.3878
9.403, 13.8119, 0.2739, 0.0, 0.0, 0.0, 1.2406, 2.0036, 0.7614, 2.7758, 0.6041, 9.0573, 0.875, 0.3805
15.5196, 24.5946, 0.4432, 1.0, 0.2344, 0.0, 1.7786, 1.0061, 0.6421, 1.1454, 0.4784, 20.929, 2.5, 0.3638
11.1508, 25.7012, 0.1364, 2.0, 0.3223, 0.0, 1.0344, 1.7632, 0.6491, 3.5211, 0.5058, 10.9635, 6.125, 0.398
13.3376, 21.8475, 0.1307, 2.0, 0.3125, 0.0, 0.9534, 1.0126, 0.472, 1.0177, 0.5561, 7.813, 1.75, 0.3754
9.0321, 18.8592, 0.2047, 0.0, 0.0, 0.0, 1.2249, 1.4056, 0.6544, 2.1556, 0.6394, 10.891, 4.625, 0.4161
9.1561, 14.9227, 0.3421, 0.0, 0.0, 0.0, 1.3871, 1.9553, 0.8114, 1.8319, 0.7192, 8.5593, 2.375, 0.3679
7.1154, 13.4089, 0.288, 0.0, 0.0, 0.0, 1.4213, 3.0315, 0.9675, 4.2746, 0.6821, 8.055, 4.125, 0.4323
7.2832, 14.4557, 0.3455, 0.0, 0.0, 0.0, 1.5829, 2.1165, 0.8922, 2.3163, 0.6698, 11.3513, 3.75, 0.4104
12.5845, 28.5141, 0.1696, 1.0, 0.2148, 0.0, 0.8575, 1.2005, 0.4996, 1.818, 0.6572, 11.4562, 4.375, 0.4673
6.3307, 15.2454, 0.2818, 0.0, 0.0, 0.0, 2.4169, 2.151, 1.1373, 2.5898, 0.7054, 9.4387, 4.75, 0.4479
7.7792, 27.4579, 0.2246, 0.0, 0.0, 0.0, 1.7154, 1.5958, 0.8198, 2.0425, 0.6326, 10.2463, 2.125, 0.4116
11.7076, 18.3288, 0.2371, 1.0, 0.2148, 0.0, 1.3253, 2.2694, 0.8347, 3.2519, 0.5888, 8.8923, 5.0, 0.4268
9.0021, 24.1959, 0.2206, 0.0, 0.0, 0.0, 1.7722, 3.8262, 1.2104, 4.0636, 0.6503, 8.2075, 4.25, 0.4115
6.2137, 13.1867, 0.4122, 0.0, 0.0, 0.0, 2.2256, 2.1222, 1.0819, 2.5366, 0.6714, 10.442, 2.875, 0.4311
16.9919, 20.6434, 0.5062, 1.0, 0.2734, 0.0, 1.4558, 1.3389, 0.6893, 1.3677, 0.4229, 17.6949, 2.5, 0.3973
10.4012, 11.5726, 0.2312, 2.0, 0.2148, 0.0, 1.0969, 1.7641, 0.6763, 2.7515, 0.6016, 9.8772, 4.875, 0.4067
